vehicle_model,mileage,maintenance_history,reported_issues,vehicle_age,fuel_type,transmission_type,engine_size,odometer_reading,last_service_date,warranty_expiry_date,owner_type,insurance_premium,service_history,accident_history,fuel_efficiency,tire_condition,brake_condition,battery_status,need_maintenance
Car,30242,Good,2,4,Petrol,Automatic,1500,105833,2023-12-31,2024-07-10,First,14441,7,0,18.29883185,New,Worn Out,New,1
Car,48581,Good,0,5,Diesel,Manual,2000,115091,2023-12-04,2024-12-01,Third,16589,9,1,17.97372661,Good,Good,Weak,1
Truck,42948,Average,5,9,Electric,Manual,1000,70057,2024-02-18,2026-02-09,Third,28322,10,0,19.71443662,New,Good,Weak,1
Car,79692,Poor,3,8,Electric,Manual,800,112952,2023-11-08,2024-11-01,Third,13084,6,0,12.55545147,Worn Out,Good,Weak,1
Bus,59721,Average,1,2,Petrol,Manual,2000,73846,2023-06-06,2025-07-11,Third,12979,10,2,18.42323251,Good,Good,Good,1
Truck,37222,Good,5,7,Electric,Automatic,1500,8187,2024-02-19,2026-02-07,First,11836,10,2,18.95712449,Worn Out,Worn Out,Weak,1
Bus,36765,Average,0,8,Electric,Automatic,1000,142882,2023-09-20,2025-12-26,Third,15141,9,1,11.53624672,Worn Out,New,Weak,1
Van,70131,Average,1,2,Electric,Automatic,1000,24534,2023-04-07,2025-03-06,First,18948,3,0,19.68762269,Worn Out,Good,Weak,1
Car,35054,Good,0,6,Petrol,Automatic,800,49691,2024-02-11,2025-05-13,First,18533,4,0,19.7934255,Worn Out,Worn Out,Weak,1
Motorcycle,71841,Poor,1,7,Electric,Manual,2000,10938,2023-11-20,2025-10-30,Second,22746,4,0,15.27836613,New,Worn Out,Weak,1
Car,35618,Average,0,4,Diesel,Manual,2000,35312,2023-05-23,2025-03-21,First,28734,4,2,17.16451115,New,Good,Weak,1
Motorcycle,57998,Average,2,10,Electric,Automatic,2500,40689,2023-12-31,2025-04-24,Second,5228,5,0,13.29307429,New,Good,Weak,1
Motorcycle,57610,Good,4,6,Petrol,Automatic,2500,90370,2023-09-16,2026-02-27,Second,24362,9,2,17.31349676,Good,Good,Weak,1
Van,65503,Good,4,9,Diesel,Manual,1500,88867,2023-11-18,2025-01-11,First,10464,8,1,18.68956577,New,Good,Weak,1
Suv,41349,Poor,2,9,Electric,Automatic,1500,92063,2023-08-22,2024-09-18,Second,21196,9,2,15.71981511,Good,New,New,1
Van,54142,Average,4,10,Electric,Manual,2000,90830,2023-10-06,2025-10-28,Third,7154,6,0,11.00049819,Good,Good,New,1
Truck,30979,Poor,5,8,Diesel,Automatic,800,45066,2024-01-09,2024-10-23,Third,6353,2,3,18.42133863,New,New,Good,1
Bus,63967,Average,5,7,Petrol,Automatic,1000,93628,2023-12-26,2024-07-03,Second,26657,5,3,13.56056963,Good,Worn Out,New,1
Truck,65019,Poor,0,6,Electric,Automatic,800,36351,2023-10-22,2025-07-14,Third,25463,9,2,11.86609242,New,Worn Out,New,1
Bus,69743,Average,3,4,Diesel,Automatic,1000,14245,2023-10-17,2024-07-17,First,28302,1,1,11.56498982,Good,Good,Weak,1
Motorcycle,70938,Average,2,3,Electric,Automatic,2000,54986,2023-09-15,2025-03-15,First,7965,1,2,14.57347923,Worn Out,Worn Out,Weak,1
Truck,47728,Good,5,6,Diesel,Manual,1000,118609,2023-11-04,2025-10-23,First,23168,1,1,15.63697903,New,Worn Out,New,1
Motorcycle,56773,Poor,5,9,Diesel,Manual,1000,56241,2023-09-22,2024-06-15,First,11626,10,2,16.35192919,New,Good,New,1
Van,38217,Poor,0,2,Electric,Manual,1000,118488,2023-05-03,2026-02-24,Third,16337,6,1,16.62149668,Worn Out,New,Weak,1
Truck,33133,Good,5,9,Electric,Automatic,2000,64555,2023-11-14,2024-10-19,Third,19096,1,1,17.30514632,Good,New,Good,1
Suv,32668,Average,0,9,Petrol,Manual,2500,46579,2023-05-30,2026-03-17,First,22512,8,1,10.20494044,Worn Out,New,Weak,1
Car,76598,Poor,2,5,Electric,Manual,2000,47795,2023-06-12,2025-04-13,Second,29588,7,0,11.60768185,Worn Out,Good,Good,1
Bus,69714,Poor,3,3,Diesel,Automatic,2000,40257,2023-11-16,2025-01-18,First,27065,10,0,10.46082283,New,Good,New,1
Truck,72799,Average,3,9,Petrol,Manual,1500,42114,2023-11-24,2025-05-30,First,21569,3,0,12.05610057,Good,Worn Out,Good,1
Car,60202,Average,4,8,Diesel,Manual,800,54310,2023-10-21,2026-02-06,Second,13044,9,2,16.63896653,Worn Out,Good,Weak,1
Motorcycle,69884,Good,4,2,Electric,Manual,2500,121469,2023-05-14,2026-03-03,Third,10054,6,2,12.48754773,New,Worn Out,Weak,1
Van,54181,Good,3,7,Electric,Automatic,2500,102984,2023-05-01,2024-10-22,Second,9234,4,2,11.10479636,Good,New,New,0
Suv,64505,Poor,3,8,Electric,Manual,2000,74200,2023-05-09,2025-06-28,First,25511,4,0,13.26202762,New,New,Good,1
Car,39556,Good,0,2,Petrol,Automatic,1500,141662,2023-09-25,2024-05-03,First,23766,1,2,18.13288133,Good,Good,Weak,1
Car,67181,Good,1,1,Diesel,Manual,1000,26519,2024-01-22,2025-12-23,Third,21281,6,0,18.11841565,Good,Good,New,0
Bus,31291,Good,1,9,Electric,Manual,1000,75280,2023-08-31,2026-01-11,Second,15815,3,2,12.58572192,Worn Out,New,Weak,1
Bus,43714,Poor,5,3,Electric,Automatic,2000,48343,2023-07-06,2024-09-09,Third,24211,1,2,14.92112773,New,New,Weak,1
Bus,66808,Poor,4,10,Diesel,Manual,800,5776,2023-06-03,2025-04-05,Second,29068,3,3,17.57507803,Worn Out,Good,New,1
Motorcycle,75318,Poor,5,8,Petrol,Manual,1500,67831,2023-09-07,2024-06-12,Third,11033,2,2,14.12186424,Good,Good,New,1
Suv,45754,Good,0,7,Diesel,Automatic,800,79786,2023-07-05,2025-05-21,Third,13678,10,2,11.52215271,Good,Worn Out,Good,1
Car,49124,Good,5,1,Electric,Automatic,1000,142490,2023-11-12,2024-07-30,First,25373,2,0,13.55045294,Good,Good,Good,1
Suv,57702,Good,2,10,Petrol,Manual,1500,46103,2023-05-30,2025-09-28,Second,27519,1,1,11.9024705,Worn Out,Good,Weak,1
Motorcycle,65997,Good,3,5,Electric,Automatic,1500,117000,2023-07-04,2025-01-26,First,28073,8,0,14.82823663,New,New,New,0
Bus,35394,Good,3,5,Petrol,Manual,2500,121444,2023-06-18,2025-05-03,First,28580,4,3,14.19613576,Good,New,Weak,1
Van,62286,Average,2,5,Diesel,Manual,2500,48378,2024-02-06,2025-07-25,Second,21027,8,0,17.95561601,Worn Out,New,Good,0
Suv,47584,Average,2,1,Petrol,Manual,2500,36346,2023-08-19,2024-07-04,Third,16540,1,2,13.3022165,New,Good,Good,0
Bus,30724,Average,5,1,Diesel,Automatic,800,49550,2023-07-03,2025-09-06,Third,10080,3,1,14.37696526,New,Worn Out,New,1
Truck,42079,Average,2,7,Electric,Automatic,1000,100235,2023-08-15,2024-05-31,Third,8076,7,0,11.43574949,New,New,Weak,1
Bus,51228,Average,2,6,Diesel,Manual,800,9854,2024-01-25,2026-03-05,Third,18763,4,1,15.872803,Worn Out,Good,Weak,1
Truck,64176,Average,1,3,Petrol,Automatic,1000,10348,2023-08-26,2026-03-20,Third,13515,10,2,12.47850976,Good,Worn Out,Good,1
Suv,38413,Average,0,5,Diesel,Manual,2000,63851,2024-01-27,2024-12-06,First,7148,7,3,19.67108263,Good,Worn Out,Good,1
Truck,57925,Average,1,9,Petrol,Manual,1000,88452,2023-09-21,2025-09-15,Third,13853,1,3,15.3806784,New,New,Weak,1
Suv,48248,Good,5,5,Diesel,Automatic,1500,131103,2023-12-11,2025-06-28,Third,19778,9,3,16.41303735,Good,New,Good,1
Van,47713,Poor,0,3,Petrol,Automatic,1500,56994,2024-01-25,2025-04-20,Second,14338,5,1,12.19184862,Worn Out,New,Weak,1
Motorcycle,67023,Average,4,7,Petrol,Manual,2000,26138,2024-02-03,2025-03-20,Second,17336,8,1,18.08605535,New,New,New,1
Motorcycle,72137,Good,3,7,Diesel,Manual,2000,50503,2023-06-18,2024-07-22,Third,23413,8,2,11.57235569,Worn Out,New,New,1
Truck,64362,Average,0,6,Diesel,Automatic,2000,60614,2023-06-17,2025-01-29,Third,20991,9,3,17.4502528,Worn Out,Worn Out,Good,1
Suv,74603,Poor,0,5,Petrol,Automatic,2000,120588,2023-08-24,2026-02-10,Second,26543,7,2,19.39814492,New,New,Good,0
Truck,75539,Good,1,8,Diesel,Manual,2500,114781,2023-08-26,2025-08-04,Second,19551,5,0,13.62933455,Worn Out,Worn Out,Good,1
Car,35954,Poor,1,3,Petrol,Manual,1000,127307,2023-08-15,2024-05-23,Second,16398,5,1,10.98475969,New,Good,New,0
Suv,71692,Average,1,8,Electric,Manual,800,135368,2023-11-13,2025-02-02,Second,20022,5,2,10.71108919,Worn Out,New,Weak,1
Motorcycle,55287,Poor,4,4,Petrol,Manual,800,124059,2023-08-16,2024-05-27,Second,20342,5,1,10.81499718,Good,New,Weak,1
Motorcycle,61151,Average,5,7,Petrol,Manual,1500,97981,2023-05-20,2026-01-26,First,20502,3,2,10.75972249,Good,Good,Good,1
Truck,58348,Poor,4,7,Diesel,Manual,2500,101628,2023-04-27,2024-09-18,Second,26250,3,3,13.016574,New,Worn Out,Good,1
Bus,31898,Good,5,5,Electric,Manual,800,10502,2023-10-02,2025-03-23,Second,23400,1,0,15.31121463,Good,Good,Weak,1
Car,69503,Good,3,9,Diesel,Manual,2500,42627,2023-07-04,2024-09-23,Second,17823,6,3,12.39324392,Worn Out,New,Weak,1
Suv,77951,Good,4,9,Petrol,Automatic,1500,85842,2023-09-13,2025-06-05,First,16925,2,1,11.20442776,Good,New,Good,1
Van,54097,Average,4,6,Diesel,Automatic,1000,112614,2023-10-14,2025-04-26,Second,29915,2,3,19.97453712,Good,New,Weak,1
Truck,54745,Good,2,6,Electric,Manual,800,141795,2023-10-12,2025-07-24,First,18003,3,1,18.76328583,Worn Out,Worn Out,Good,1
Motorcycle,37499,Average,5,6,Petrol,Manual,2000,55795,2023-05-27,2025-09-25,Third,15121,3,1,16.60451326,Worn Out,Good,New,1
Motorcycle,50817,Poor,0,10,Petrol,Automatic,2500,83833,2023-05-26,2025-02-11,Second,29625,10,3,12.71037491,New,Worn Out,Good,1
Suv,73093,Good,4,10,Diesel,Manual,1500,139741,2024-02-17,2026-02-23,First,21059,7,3,15.17627767,Worn Out,New,New,1
Suv,54880,Poor,1,8,Electric,Manual,1000,123377,2024-02-04,2025-12-21,Second,22048,9,3,17.21815076,Good,Good,Weak,1
Truck,38042,Average,2,4,Diesel,Automatic,2000,81620,2023-11-25,2025-09-19,First,6846,2,0,19.9279234,New,New,New,0
Truck,74615,Good,2,4,Electric,Manual,1000,126943,2023-12-13,2026-02-24,First,22188,3,2,17.18758738,New,Good,Good,0
Suv,62206,Good,3,5,Electric,Manual,2000,16977,2023-12-16,2024-10-18,Third,25381,5,2,15.57623683,Good,Good,Weak,1
Truck,67581,Good,4,9,Electric,Manual,2000,2332,2024-01-14,2024-10-03,Third,15647,4,3,19.54860403,Good,New,New,1
Truck,75648,Poor,4,10,Petrol,Manual,1000,60580,2023-07-05,2024-11-27,Third,11323,6,3,19.91279224,New,Worn Out,Good,1
Car,48625,Poor,1,5,Electric,Automatic,1000,43691,2023-12-05,2025-09-28,Second,13286,3,1,15.61595335,Good,New,Weak,1
Car,63694,Average,5,6,Electric,Automatic,2500,63908,2023-04-22,2026-03-13,Second,13087,9,2,18.49827679,Worn Out,Good,Good,1
Truck,36001,Average,2,3,Electric,Automatic,2500,58752,2023-08-19,2025-10-26,Second,11640,10,3,13.21297824,Worn Out,Worn Out,New,1
Van,52940,Poor,5,6,Diesel,Manual,1500,31603,2023-11-23,2024-06-16,Third,6783,1,3,10.26731384,New,Good,Good,1
Van,52158,Average,5,7,Petrol,Automatic,1500,135605,2023-06-27,2025-02-09,Third,7370,6,2,19.26149901,New,New,New,1
Motorcycle,64612,Average,0,2,Electric,Automatic,2500,71765,2023-04-05,2024-05-02,First,5683,1,2,14.31293672,New,New,Weak,1
Bus,72740,Poor,4,10,Petrol,Automatic,2500,14743,2023-12-26,2024-08-30,Third,25295,4,3,13.11622828,Good,Worn Out,Good,1
Motorcycle,71405,Average,1,7,Petrol,Manual,1500,113497,2024-01-07,2025-01-03,First,25095,5,0,16.34481005,New,New,New,0
Van,65019,Average,1,8,Diesel,Automatic,800,48278,2024-01-30,2024-09-20,First,11790,10,0,14.45670219,Worn Out,Good,New,0
Car,40192,Good,2,7,Petrol,Manual,1000,83111,2024-01-26,2024-08-10,Third,8646,10,2,16.65360362,Worn Out,Good,New,1
Motorcycle,75438,Good,0,7,Electric,Manual,800,73478,2023-08-15,2025-02-16,First,12365,4,2,10.90007585,Good,Good,New,0
Van,36544,Good,2,3,Electric,Automatic,1500,109109,2024-01-24,2024-06-13,Second,17819,7,0,14.5305072,Worn Out,New,Weak,1
Van,69708,Good,5,4,Electric,Manual,1000,85480,2024-01-10,2024-08-30,Third,6826,1,1,10.24053899,Good,New,New,1
Bus,34327,Good,2,8,Diesel,Manual,2000,88908,2023-12-01,2025-05-25,Second,7366,7,3,13.98110917,Good,Good,Weak,1
Car,34852,Good,3,8,Electric,Automatic,2000,52154,2023-08-28,2025-12-26,Second,19365,5,1,17.96400303,Worn Out,Worn Out,Good,1
Suv,77395,Average,2,9,Electric,Automatic,2500,39451,2023-07-31,2026-03-28,First,17203,9,2,17.76289823,Good,Worn Out,New,1
Bus,51913,Average,3,3,Petrol,Manual,1500,83017,2023-12-15,2025-09-05,First,5915,3,2,15.15119325,New,New,New,1
Suv,76664,Average,3,9,Diesel,Manual,1500,110018,2024-02-02,2025-07-21,Third,23270,8,3,15.51968911,New,New,New,1
Motorcycle,33923,Average,0,7,Petrol,Automatic,1000,32150,2023-04-06,2024-05-09,Third,10536,9,1,17.77763494,Worn Out,Worn Out,Weak,1
Truck,35651,Good,0,5,Diesel,Manual,2500,68048,2023-08-13,2024-11-07,Third,9303,4,3,14.69935983,New,Good,Weak,1
Bus,48223,Poor,1,5,Petrol,Manual,1000,58329,2023-04-13,2024-09-27,Second,28334,2,3,19.67391824,New,New,Good,0
Van,71823,Good,5,4,Petrol,Automatic,1500,54895,2023-06-28,2024-11-19,First,28384,7,3,11.92277474,Good,Good,New,1
Car,76029,Average,0,5,Diesel,Manual,1500,3281,2024-02-11,2026-03-28,Second,28383,2,0,12.86546704,Worn Out,New,Weak,1
Bus,45678,Average,0,5,Electric,Manual,1000,76910,2023-04-30,2025-04-24,First,28036,7,2,13.54243157,New,New,Weak,1
Suv,49779,Good,1,5,Electric,Manual,800,147304,2023-11-08,2024-06-27,First,26781,5,2,15.49531708,Good,Worn Out,New,1
Car,36151,Poor,3,9,Electric,Manual,2000,122381,2023-11-02,2024-12-20,Third,15774,2,2,19.21165417,Worn Out,New,Weak,1
Car,65279,Poor,4,4,Diesel,Manual,2000,118577,2024-02-15,2024-10-23,Second,8612,5,3,19.18397325,Good,New,Weak,1
Motorcycle,43990,Good,5,10,Petrol,Automatic,2500,68426,2023-05-29,2024-09-13,Second,10297,1,0,13.94179752,Worn Out,New,Good,1
Motorcycle,42060,Poor,5,4,Petrol,Manual,1500,69269,2023-05-15,2024-08-03,First,28041,2,3,13.88617948,Good,Worn Out,Good,1
Motorcycle,54081,Average,2,10,Diesel,Manual,800,23218,2024-01-20,2025-11-08,First,9317,2,0,13.32634086,Worn Out,Worn Out,Good,1
Motorcycle,67680,Good,3,9,Diesel,Automatic,1000,94547,2023-06-05,2025-03-03,Third,19906,8,1,15.48995335,Worn Out,New,Weak,1
Bus,37130,Good,4,10,Electric,Automatic,800,102452,2023-11-16,2025-01-16,Second,29387,8,1,16.07617882,New,Good,Good,1
Bus,59305,Poor,2,5,Diesel,Automatic,1500,74835,2023-12-10,2025-09-19,Third,18619,6,0,10.36073775,Worn Out,Good,Weak,1
Bus,44323,Poor,0,5,Electric,Automatic,1500,143473,2023-08-06,2025-11-05,Third,16838,8,0,15.31010033,New,Good,Good,0
Bus,79584,Good,4,1,Electric,Automatic,2500,115900,2024-01-25,2024-11-21,Third,9152,2,1,19.33250104,Good,New,Weak,1
Motorcycle,55050,Good,1,5,Diesel,Automatic,1000,62846,2023-07-16,2026-02-12,Second,17397,8,0,15.24903883,Good,New,New,0
Motorcycle,47895,Good,0,6,Diesel,Automatic,2500,27252,2023-12-03,2024-06-17,Second,25135,5,3,10.35083654,Worn Out,Good,Weak,1
Van,46863,Poor,5,8,Petrol,Manual,1000,103005,2023-10-18,2025-11-11,Second,25974,4,0,15.43221098,New,Good,Weak,1
Van,41778,Good,2,2,Petrol,Automatic,800,32533,2023-11-06,2024-05-14,Third,20252,10,3,19.89285773,Good,Good,New,1
Truck,44414,Average,1,9,Electric,Manual,800,16331,2024-01-31,2024-06-22,Second,9996,8,1,11.82859244,Good,Good,Weak,1
Bus,53474,Poor,4,9,Electric,Manual,1500,21451,2023-09-06,2024-05-09,Third,27704,3,3,14.39403678,Good,Worn Out,New,1
Motorcycle,53018,Average,1,8,Electric,Manual,800,53734,2023-05-20,2024-05-29,Second,7214,4,3,12.12224682,Good,New,New,0
Bus,30217,Poor,5,2,Diesel,Automatic,2000,90199,2023-05-18,2025-10-27,First,27185,10,1,12.94413344,Worn Out,Good,New,1
Van,73545,Good,3,6,Electric,Automatic,2000,122325,2024-02-24,2024-06-14,First,27856,9,3,13.35704802,New,Good,Good,1
Car,30850,Good,5,2,Petrol,Manual,2500,146006,2024-02-12,2025-11-17,Third,22343,10,1,14.9471967,Worn Out,New,New,1
Truck,36634,Average,3,7,Electric,Automatic,2500,139969,2023-09-24,2026-03-12,Second,21535,8,2,12.50414536,Worn Out,New,Good,1
Bus,49618,Poor,4,1,Petrol,Manual,2500,67944,2023-11-03,2024-10-24,Second,11316,10,2,18.09393712,New,Worn Out,New,1
Bus,47924,Poor,3,4,Diesel,Automatic,1500,107426,2023-09-22,2025-01-02,Second,11887,10,3,14.72122993,Worn Out,Worn Out,Good,1
Suv,71256,Poor,3,6,Electric,Automatic,800,33771,2023-05-15,2024-08-11,Third,8922,7,1,17.39130443,Worn Out,Worn Out,New,1
Van,42630,Good,0,3,Electric,Automatic,1000,87935,2023-05-22,2024-07-28,First,16611,6,3,19.48033421,Worn Out,Worn Out,Good,1
Truck,49723,Poor,5,10,Petrol,Manual,2500,94818,2023-08-24,2024-09-07,Third,27481,5,2,10.82425325,New,New,Good,1
Motorcycle,61603,Average,1,5,Electric,Automatic,1000,146779,2024-02-11,2025-12-29,Second,19950,9,1,13.28593878,Good,Good,Good,0
Van,42762,Good,0,5,Diesel,Automatic,2000,10051,2023-04-15,2024-06-23,Second,5841,10,0,14.52653027,Good,Good,Good,0
Suv,47659,Average,2,1,Electric,Manual,1000,119609,2023-05-09,2024-08-25,First,9884,5,2,14.19736396,Good,New,Weak,1
Bus,49678,Good,0,5,Electric,Automatic,1000,3136,2023-05-16,2025-09-02,Second,6077,6,1,17.29787278,Good,Good,Good,0
Car,55980,Good,4,6,Petrol,Automatic,2000,61381,2023-08-12,2024-09-28,Second,27279,8,1,10.78472913,Worn Out,New,Weak,1
Motorcycle,79961,Average,0,2,Diesel,Automatic,2000,7112,2023-10-08,2024-12-07,Third,28780,6,2,14.90335278,Good,New,New,0
Truck,31806,Good,0,1,Electric,Automatic,800,73428,2023-04-17,2024-09-06,Second,10695,6,2,12.49382984,Good,Good,New,0
Car,69484,Good,0,5,Diesel,Automatic,800,11661,2023-08-08,2025-12-07,First,22412,1,2,13.92007653,New,New,New,0
Car,41149,Average,3,4,Petrol,Manual,1000,101671,2023-07-20,2025-08-26,First,24598,1,0,11.74363274,Good,Good,Weak,1
Bus,40561,Good,3,4,Diesel,Automatic,1500,73861,2023-08-16,2025-11-03,Second,27783,4,0,16.56692426,Good,Good,Good,0
Suv,46789,Good,0,5,Diesel,Manual,1500,106307,2023-12-05,2025-05-13,First,21600,6,2,11.68650235,Worn Out,Good,Good,0
Car,33574,Average,5,5,Electric,Manual,2000,31101,2023-08-07,2025-11-19,Third,28577,2,1,13.86666674,Good,Good,New,1
Bus,71630,Average,3,9,Electric,Automatic,800,60057,2023-05-09,2025-01-08,Third,9613,3,3,18.08059669,New,New,New,1
Bus,53614,Good,0,6,Diesel,Automatic,1000,106207,2023-10-05,2026-02-15,Second,5660,7,1,14.25812778,Good,New,New,0
Car,69974,Poor,4,8,Electric,Manual,1500,53192,2023-04-22,2024-05-11,Third,25701,4,3,19.65113274,Worn Out,New,New,1
Suv,46657,Good,5,6,Diesel,Manual,1000,73599,2023-10-28,2025-05-30,First,13151,4,3,14.66419013,Good,New,Good,1
Car,67206,Poor,5,5,Electric,Automatic,2500,16565,2023-05-29,2024-07-22,First,29287,9,2,10.73237001,Good,New,Weak,1
Bus,45838,Good,1,2,Diesel,Automatic,2500,61380,2023-10-26,2025-12-14,Second,16702,1,3,13.63077278,New,New,Weak,1
Suv,36262,Average,3,3,Petrol,Automatic,2000,122855,2024-02-18,2025-06-26,First,21500,10,0,13.77906855,Worn Out,Worn Out,New,1
Van,59845,Average,5,10,Petrol,Automatic,2500,142157,2023-06-10,2024-06-23,Third,7076,10,0,14.02643075,Good,Good,Good,1
Car,78547,Average,5,9,Electric,Automatic,2500,132463,2023-10-02,2025-10-22,First,6725,8,0,18.09452036,Worn Out,Good,Good,1
Motorcycle,62480,Good,4,10,Petrol,Manual,800,108418,2023-04-26,2024-10-02,Third,18150,6,0,16.60189136,Good,Worn Out,New,1
Motorcycle,73692,Good,3,10,Diesel,Manual,800,42050,2023-04-19,2026-03-11,Second,21839,9,2,14.80442101,Worn Out,Worn Out,Good,1
Bus,36124,Good,0,9,Diesel,Manual,800,49038,2023-10-29,2024-05-04,First,29471,7,2,12.77819453,New,Good,Weak,1
Van,36947,Poor,3,5,Electric,Automatic,1000,127133,2023-10-01,2025-02-16,First,23079,1,1,14.58553925,New,New,New,1
Motorcycle,69516,Poor,1,7,Electric,Manual,2000,83177,2023-07-01,2025-03-09,Third,19716,5,3,16.43330764,New,Worn Out,Good,1
Truck,37865,Poor,1,10,Petrol,Manual,2500,94251,2023-10-20,2026-01-10,Second,7093,10,3,14.93933334,New,Worn Out,Weak,1
Van,34871,Poor,5,8,Electric,Automatic,1500,91984,2023-11-03,2025-02-28,First,25538,5,2,10.42934004,New,Worn Out,Weak,1
Suv,71368,Poor,1,10,Petrol,Manual,2500,125352,2023-08-25,2024-11-29,Third,9309,3,3,17.74975441,Good,Good,New,0
Bus,58734,Average,1,10,Electric,Manual,800,127549,2023-07-11,2025-11-29,Second,11197,8,0,11.22848545,New,Good,Good,0
Van,46829,Good,1,10,Electric,Manual,2000,131836,2023-12-24,2025-12-02,Second,12488,7,2,14.81024034,Good,Worn Out,Weak,1
Suv,48970,Poor,3,7,Petrol,Automatic,800,60000,2024-02-18,2025-07-22,First,20830,10,2,16.86788548,Worn Out,Good,Good,1
Car,43846,Poor,2,9,Diesel,Manual,1500,96909,2023-11-08,2024-06-03,First,19335,4,3,13.75177295,Worn Out,Worn Out,New,1
Motorcycle,68599,Average,5,1,Petrol,Automatic,1500,78496,2023-10-19,2025-12-31,Third,16807,2,1,19.12799848,Good,Worn Out,Weak,1
Bus,75842,Average,1,5,Diesel,Manual,1000,49799,2023-08-20,2025-11-18,Second,15960,9,3,14.59047575,New,Worn Out,New,1
Van,53251,Good,3,2,Petrol,Automatic,2500,125307,2023-07-30,2024-07-29,First,8832,2,0,15.21484447,Worn Out,New,New,0
Suv,68523,Average,3,3,Diesel,Manual,1000,16036,2024-01-18,2025-06-06,Third,25139,2,3,13.52016068,Worn Out,New,Good,1
Car,51871,Poor,5,5,Diesel,Automatic,800,111214,2023-05-19,2024-07-13,Second,17829,4,1,12.18220055,New,Good,Weak,1
Car,67080,Poor,2,10,Diesel,Manual,2500,146400,2023-10-21,2025-07-14,First,5228,7,2,12.50413871,Good,Worn Out,New,1
Bus,62967,Good,1,6,Petrol,Manual,2000,35800,2023-07-06,2024-12-26,Second,29192,4,3,12.36654927,Worn Out,Good,New,0
Bus,62344,Poor,0,6,Electric,Manual,1500,12578,2023-07-24,2024-08-05,First,15201,3,3,13.10665161,Worn Out,Good,New,0
Suv,35066,Good,5,10,Electric,Manual,1000,52367,2023-08-28,2025-02-16,First,24877,2,1,11.5333206,Good,Good,Weak,1
Truck,33304,Good,4,4,Diesel,Manual,2500,82097,2023-08-09,2025-03-20,First,19909,5,3,18.12251505,Worn Out,Worn Out,Weak,1
Car,56143,Poor,0,2,Petrol,Manual,800,63954,2023-12-15,2025-11-02,First,27614,4,2,16.3055424,New,Worn Out,New,1
Car,73777,Poor,2,6,Petrol,Manual,1000,126963,2023-10-22,2026-02-25,Third,12961,9,3,19.50476417,Good,Good,Good,1
Motorcycle,40904,Average,2,3,Electric,Manual,1000,135748,2023-12-03,2024-07-28,Second,10574,9,1,11.16390576,Worn Out,Good,New,0
Bus,40028,Average,0,4,Petrol,Automatic,2500,45155,2023-07-09,2024-12-13,First,12213,1,2,10.97700709,Good,New,Weak,1
Bus,61604,Poor,1,4,Petrol,Manual,800,136797,2023-08-26,2024-08-06,Third,11226,3,1,18.05305293,Good,New,Good,0
Truck,38104,Average,5,1,Electric,Manual,2000,108056,2023-04-30,2025-12-29,First,5798,7,1,10.10621009,Worn Out,New,Good,1
Bus,72602,Average,0,4,Diesel,Manual,2000,110857,2024-02-28,2025-09-22,First,28346,10,3,12.08076514,Worn Out,Good,New,1
Bus,68299,Good,3,4,Petrol,Automatic,1000,61605,2023-11-01,2024-05-28,First,27293,2,1,19.13430848,Worn Out,New,New,0
Truck,75152,Average,0,6,Electric,Automatic,800,130775,2023-08-30,2025-04-08,Second,6317,6,1,10.4676559,Worn Out,Worn Out,Weak,1
Motorcycle,70088,Poor,5,8,Diesel,Manual,1500,84208,2023-11-11,2025-05-29,Second,24964,1,2,13.47538525,Worn Out,Good,Weak,1
Van,74736,Good,5,1,Petrol,Manual,2000,145253,2024-02-26,2024-10-23,Third,11402,2,3,16.25029292,Worn Out,Good,New,1
Truck,54678,Average,2,3,Diesel,Manual,800,125524,2023-05-05,2024-09-23,Second,25751,9,0,17.57614851,Good,Good,Weak,1
Motorcycle,69820,Average,3,3,Petrol,Manual,800,89527,2023-06-06,2024-12-19,Third,24411,10,3,18.4584613,New,New,Good,1
Motorcycle,77947,Good,3,7,Petrol,Manual,2000,148955,2023-11-03,2024-08-18,First,13373,4,2,18.78976713,New,Worn Out,Good,1
Suv,37025,Average,5,10,Diesel,Automatic,2000,26784,2023-12-18,2026-01-03,First,10108,1,0,11.38242356,New,Worn Out,Weak,1
Bus,54230,Poor,4,3,Petrol,Manual,2000,9575,2023-11-17,2026-03-25,First,17157,2,0,15.60378301,Worn Out,Worn Out,New,1
Suv,70465,Good,4,3,Diesel,Manual,2000,140931,2023-06-17,2024-08-18,First,10217,2,1,19.26777755,Worn Out,Good,Good,1
Car,64206,Good,0,2,Electric,Automatic,2000,54642,2024-02-10,2025-12-27,First,23888,2,2,10.14815615,New,New,New,0
Motorcycle,45888,Poor,0,4,Diesel,Automatic,1500,141744,2023-12-29,2026-03-06,Second,7281,5,1,18.62561938,Good,Worn Out,Good,1
Truck,32246,Average,4,3,Diesel,Manual,1500,145317,2023-05-04,2025-07-11,Second,16814,5,0,12.21863011,Good,Worn Out,Good,1
Car,45764,Average,0,5,Diesel,Manual,2000,88108,2023-12-15,2026-01-23,Third,15119,5,3,18.85534781,Good,Good,New,0
Car,53810,Poor,3,5,Diesel,Automatic,1500,149297,2023-04-14,2025-07-01,First,11025,8,3,17.98099418,Worn Out,Good,Weak,1
