record_id,Vehicle_ID,vehicle_model,fuel_type,transmission_type,engine_size,owner_type,vehicle_age,vehicle_age_group,mileage,odometer_reading,average_annual_mileage,vehicle_usage_category,high_mileage_flag,last_service_date,warranty_expiry_date,days_since_last_service,warranty_status,warranty_remaining_days,service_delay_indicator,service_history,maintenance_frequency,maintenance_history,maintenance_history_score,tire_condition,tire_condition_score,tire_wear_risk,brake_condition,brake_condition_score,brake_wear_risk,battery_status,battery_status_score,engine_stress_ratio,engine_stress_level,reported_issues,accident_history,insurance_premium,fuel_efficiency,vehicle_health_score,vehicle_risk_score,maintenance_priority,predicted_failure_risk,need_maintenance
MREC046243,VEH0004,Bus,Diesel,Manual,1000,Second,8,Aging (6-8 yrs),54810,36894,4611.8,Low,0,2023-09-29,2025-12-08,152,Active,649,0,2,0.25,Poor,0,Good,1,43.5,New,2,18.2,Weak,0,4.61,Low,5,3,22908,12.93998385,35.0,60.8,Medium,62.5,1
MREC046244,VEH0050,Car,Electric,Automatic,2500,Third,8,Aging (6-8 yrs),34157,124707,15588.4,Medium,1,2023-08-08,2024-06-14,204,Active,107,1,5,0.62,Poor,0,Worn Out,0,95.8,Worn Out,0,87.7,Weak,0,6.24,Medium,3,1,28726,14.33511592,8.0,64.1,Medium,75.3,1
MREC046245,VEH0045,Car,Electric,Automatic,1500,Second,10,Old (9+ yrs),40059,26312,2631.2,Low,0,2024-02-16,2024-12-11,12,Active,287,0,1,0.1,Average,1,New,2,4.2,Good,1,36.7,Weak,0,1.75,Low,1,0,7576,16.84965951,58.5,30.4,Low,34.8,1
MREC046246,VEH0042,Car,Electric,Manual,800,Second,1,New (0-2 yrs),48351,4457,4457.0,Low,0,2024-01-31,2025-03-05,28,Active,371,0,9,9.0,Average,1,Worn Out,0,75.6,New,2,9.4,New,2,5.57,Low,4,2,29927,10.98216022,54.0,28.2,Low,35.3,1
MREC046247,VEH0007,Bus,Diesel,Automatic,2000,First,10,Old (9+ yrs),55726,119844,11984.4,Medium,1,2024-02-21,2025-03-18,7,Active,384,0,4,0.4,Average,1,Worn Out,0,94.9,New,2,24.9,Good,1,5.99,Medium,2,2,29771,18.19696098,54.5,41.5,Medium,43.1,0
MREC046248,VEH0139,Truck,Electric,Automatic,2500,First,7,Aging (6-8 yrs),39954,11523,1646.1,Low,0,2023-09-25,2025-09-27,156,Active,577,0,7,1.0,Poor,0,New,2,1.8,Good,1,48.1,Good,1,0.66,Low,0,3,29421,15.90042509,60.0,50.7,Medium,46.4,0
MREC046249,VEH0013,Bus,Electric,Manual,1000,Second,10,Old (9+ yrs),37721,120715,12071.5,Medium,1,2023-05-16,2025-01-20,288,Active,327,1,10,1.0,Average,1,Good,1,57.6,Good,1,49.4,New,2,12.07,Medium,3,0,7772,17.28524493,55.5,52.1,Medium,49.1,1
MREC046250,VEH0012,Bus,Electric,Manual,800,First,4,Mid-Life (3-5 yrs),64366,3685,921.2,Low,0,2023-10-04,2024-05-14,147,Active,76,0,5,1.25,Average,1,Good,1,37.9,New,2,13.7,Weak,0,1.15,Low,3,3,27113,18.82950691,53.0,47.4,Medium,47.2,1
MREC046251,VEH0121,Truck,Diesel,Automatic,800,Second,6,Aging (6-8 yrs),58326,49662,8277.0,Low,0,2023-04-16,2026-01-15,318,Active,687,1,9,1.5,Average,1,New,2,8.2,Good,1,48.8,Good,1,10.35,Medium,2,2,17569,17.36483053,62.0,55.4,Medium,48.4,1
MREC046252,VEH0101,SUV,Electric,Automatic,800,First,8,Aging (6-8 yrs),48379,97413,12176.6,Medium,0,2023-10-11,2025-07-21,140,Active,509,0,4,0.5,Good,2,Worn Out,0,91.2,New,2,26.3,New,2,15.22,High,4,3,14259,18.43806817,64.0,49.7,Medium,44.2,1
MREC046253,VEH0113,SUV,Petrol,Automatic,1000,First,2,New (0-2 yrs),62463,58244,29122.0,High,0,2023-07-22,2025-11-05,221,Active,616,1,8,4.0,Poor,0,Good,1,47.1,New,2,12.1,New,2,29.12,High,4,1,20824,10.50226463,54.0,39.3,Low,42.0,1
MREC046254,VEH0112,SUV,Petrol,Automatic,800,Second,6,Aging (6-8 yrs),46834,10489,1748.2,Low,0,2023-10-04,2025-03-01,147,Active,367,0,9,1.5,Poor,0,Good,1,39.1,Worn Out,0,72.4,New,2,2.19,Low,0,1,28487,13.41879268,45.0,43.6,Medium,48.2,1
MREC046255,VEH0058,Car,Petrol,Manual,2000,First,3,Mid-Life (3-5 yrs),68524,2788,929.3,Low,0,2023-10-08,2025-03-29,143,Active,395,0,4,1.33,Good,2,New,2,0.3,New,2,4.7,Weak,0,0.46,Low,5,1,20960,12.59141643,65.0,31.2,Low,32.7,1
MREC046256,VEH0063,Motorcycle,Diesel,Manual,1000,Second,8,Aging (6-8 yrs),62635,117478,14684.8,Medium,1,2024-01-04,2024-06-01,55,Active,94,0,1,0.12,Average,1,New,2,19.6,New,2,20.1,Good,1,14.68,Medium,3,1,13353,11.90243178,70.5,31.1,Low,30.5,1
MREC046257,VEH0002,Bus,Diesel,Manual,800,Second,8,Aging (6-8 yrs),70805,60587,7573.4,Low,0,2023-08-23,2024-05-12,189,Active,74,1,3,0.38,Poor,0,Good,1,47.5,Worn Out,0,83.6,Good,1,9.47,Medium,1,2,17361,12.84595349,33.5,59.0,Medium,62.0,1
MREC046258,VEH0058,Car,Petrol,Manual,2000,First,8,Aging (6-8 yrs),70787,88378,11047.2,Medium,0,2023-09-16,2024-12-08,165,Active,284,0,10,1.25,Good,2,Good,1,52.2,Worn Out,0,82.8,New,2,5.52,Low,4,1,27446,10.76372116,49.0,46.8,Medium,48.5,1
MREC046259,VEH0161,Van,Electric,Automatic,800,Third,2,New (0-2 yrs),49728,146223,73111.5,High,1,2023-11-24,2025-01-09,96,Active,316,0,10,5.0,Good,2,Good,1,61.9,New,2,23.9,Good,1,91.39,High,1,1,23670,16.38809613,78.5,21.4,Low,21.4,0
MREC046260,VEH0083,Motorcycle,Petrol,Manual,1000,Third,3,Mid-Life (3-5 yrs),36646,39223,13074.3,Medium,0,2023-08-31,2024-10-22,181,Active,237,1,7,2.33,Good,2,Worn Out,0,81.4,New,2,9.6,Good,1,13.07,Medium,5,1,15899,15.44288965,52.5,38.4,Low,42.0,1
MREC046261,VEH0129,Truck,Diesel,Automatic,2500,Third,9,Old (9+ yrs),74913,52533,5837.0,Low,0,2023-10-07,2024-06-14,144,Active,107,0,5,0.56,Average,1,Good,1,46.2,Good,1,44.7,Weak,0,2.33,Low,0,1,12120,12.81986957,52.5,45.7,Medium,46.4,1
MREC046262,VEH0049,Car,Electric,Automatic,2500,Third,4,Mid-Life (3-5 yrs),40419,86579,21644.8,High,0,2024-01-31,2024-12-16,28,Active,292,0,2,0.5,Poor,0,Worn Out,0,89.4,Good,1,58.2,New,2,8.66,Medium,3,3,8625,15.02846952,35.5,44.7,Medium,52.6,1
MREC046263,VEH0103,SUV,Electric,Automatic,1000,Second,7,Aging (6-8 yrs),49381,67428,9632.6,Medium,0,2023-10-27,2024-09-03,124,Active,188,0,10,1.43,Good,2,Worn Out,0,86.2,New,2,17.8,Good,1,9.63,Medium,2,2,11631,16.53249117,64.5,41.7,Medium,39.2,1
MREC046264,VEH0084,Motorcycle,Petrol,Automatic,1000,First,8,Aging (6-8 yrs),33070,1068,133.5,Low,0,2023-10-01,2025-01-19,150,Active,326,0,7,0.88,Average,1,Good,1,37.5,Good,1,33.3,New,2,0.13,Low,4,0,16158,14.85036509,51.5,39.8,Low,43.3,1
MREC046265,VEH0079,Motorcycle,Electric,Manual,2500,First,6,Aging (6-8 yrs),49029,133305,22217.5,High,1,2023-04-16,2025-05-04,318,Active,431,1,3,0.5,Good,2,Good,1,59.7,Good,1,64.4,New,2,8.89,Medium,2,3,18831,11.2559066,69.5,57.7,Medium,46.8,0
MREC046266,VEH0124,Truck,Diesel,Manual,1000,Second,8,Aging (6-8 yrs),62187,115845,14480.6,Medium,1,2023-06-27,2025-12-10,246,Active,651,1,3,0.38,Poor,0,New,2,19.3,Good,1,62.1,Good,1,14.48,Medium,2,3,11784,15.32865325,52.0,61.8,Medium,56.3,1
MREC046267,VEH0154,Van,Diesel,Automatic,1000,Second,8,Aging (6-8 yrs),77474,67317,8414.6,Low,0,2023-08-23,2025-04-21,189,Active,418,1,3,0.38,Good,2,Good,1,48.6,Worn Out,0,84.5,Weak,0,8.41,Medium,1,2,7093,11.21706613,46.0,54.7,Medium,54.4,1
MREC046268,VEH0145,Truck,Petrol,Manual,1500,Third,4,Mid-Life (3-5 yrs),31061,67566,16891.5,Medium,0,2023-09-12,2025-07-05,169,Active,493,0,4,1.0,Poor,0,Worn Out,0,86.2,Worn Out,0,84.5,New,2,11.26,Medium,2,2,21475,13.58078994,27.0,53.2,Medium,61.1,1
MREC046269,VEH0112,SUV,Petrol,Automatic,800,First,3,Mid-Life (3-5 yrs),56495,7507,2502.3,Low,0,2023-04-05,2024-08-22,329,Active,176,1,8,2.67,Average,1,Worn Out,0,76.1,Good,1,47.6,Weak,0,3.13,Low,0,3,24849,15.83800037,42.5,63.0,Medium,60.8,1
MREC046270,VEH0097,SUV,Diesel,Manual,2000,Second,8,Aging (6-8 yrs),40160,79936,9992.0,Medium,0,2023-11-11,2025-04-13,109,Active,410,0,3,0.38,Good,2,Worn Out,0,88.2,New,2,15.0,Weak,0,5.0,Low,4,1,14184,11.17872801,49.0,42.6,Medium,46.0,1
MREC046271,VEH0127,Truck,Diesel,Automatic,2000,First,8,Aging (6-8 yrs),63543,23747,2968.4,Low,0,2023-10-13,2025-01-27,138,Active,334,0,2,0.25,Average,1,Worn Out,0,78.8,Worn Out,0,78.6,Weak,0,1.48,Low,3,2,6511,11.36983335,18.0,60.7,Medium,69.2,1
MREC046272,VEH0045,Car,Electric,Manual,1500,First,3,Mid-Life (3-5 yrs),71128,142503,47501.0,High,1,2023-07-10,2025-08-03,233,Active,522,1,9,3.0,Good,2,Worn Out,0,98.8,New,2,32.3,Good,1,31.67,High,0,3,9662,16.14235649,72.5,45.4,Medium,38.2,1
MREC046273,VEH0162,Van,Electric,Manual,800,Third,7,Aging (6-8 yrs),55198,124152,17736.0,Medium,1,2023-04-07,2025-02-21,327,Active,359,1,4,0.57,Average,1,Worn Out,0,95.7,Good,1,54.3,Weak,0,22.17,High,0,1,6532,11.80155531,42.5,59.5,Medium,58.7,1
MREC046274,VEH0154,Van,Diesel,Automatic,1000,Third,5,Mid-Life (3-5 yrs),62609,121301,24260.2,High,1,2023-09-02,2024-10-19,179,Active,234,0,9,1.8,Poor,0,Worn Out,0,95.2,Good,1,53.9,New,2,24.26,High,1,1,8080,19.81270913,43.5,44.8,Medium,49.5,0
MREC046275,VEH0020,Bus,Electric,Manual,2500,First,4,Mid-Life (3-5 yrs),33853,40024,10006.0,Medium,0,2023-10-20,2025-08-06,131,Active,525,0,10,2.5,Average,1,New,2,6.6,Worn Out,0,80.8,Weak,0,4.0,Low,1,2,28323,15.92907624,46.0,43.7,Medium,47.8,1
MREC046276,VEH0120,SUV,Petrol,Manual,2500,First,2,New (0-2 yrs),55852,27084,13542.0,Medium,0,2024-01-26,2024-08-06,33,Active,160,0,9,4.5,Good,2,New,2,4.4,Good,1,36.8,New,2,5.42,Low,2,0,15281,16.95947029,79.5,11.3,Low,15.0,0
MREC046277,VEH0144,Truck,Petrol,Automatic,1000,Second,4,Mid-Life (3-5 yrs),75055,121978,30494.5,High,1,2024-01-07,2025-11-11,52,Active,622,0,4,1.0,Poor,0,New,2,20.3,Good,1,49.6,Good,1,30.49,High,1,0,23359,16.262725,56.0,24.3,Low,32.2,0
MREC046278,VEH0055,Car,Petrol,Manual,1500,Second,4,Mid-Life (3-5 yrs),63324,57345,14336.2,Medium,0,2023-12-25,2025-12-19,65,Active,660,0,6,1.5,Poor,0,Good,1,46.9,New,2,20.9,Weak,0,9.56,Medium,1,3,16697,16.41170655,51.0,42.0,Medium,44.8,1
MREC046279,VEH0143,Truck,Petrol,Automatic,1000,Third,4,Mid-Life (3-5 yrs),61771,77602,19400.5,Medium,0,2023-11-15,2024-11-03,105,Active,249,0,7,1.75,Good,2,Worn Out,0,87.8,Worn Out,0,81.4,Weak,0,19.4,High,0,1,6529,18.4706944,40.0,38.8,Low,47.3,1
MREC046280,VEH0086,Motorcycle,Petrol,Manual,1500,First,5,Mid-Life (3-5 yrs),57987,113431,22686.2,High,1,2023-06-22,2024-12-02,251,Active,278,1,2,0.4,Poor,0,Good,1,56.4,Worn Out,0,95.1,Good,1,15.12,High,4,3,8584,17.57191856,21.5,67.9,High,72.1,1
MREC046281,VEH0167,Van,Electric,Automatic,2000,First,9,Old (9+ yrs),30740,104254,11583.8,Medium,0,2023-11-20,2026-02-25,100,Active,728,0,8,0.89,Good,2,Good,1,54.8,Good,1,51.6,Good,1,5.79,Low,0,1,11617,14.70092658,70.0,36.3,Low,33.8,0
MREC046282,VEH0042,Car,Electric,Manual,800,Third,1,New (0-2 yrs),40022,128604,128604.0,High,1,2023-06-24,2025-03-31,249,Active,397,1,9,9.0,Good,2,Worn Out,0,96.4,Worn Out,0,97.1,Weak,0,160.76,High,2,3,12456,10.28803607,32.0,57.4,Medium,61.6,1
MREC046283,VEH0093,SUV,Diesel,Automatic,1000,Third,10,Old (9+ yrs),49221,52353,5235.3,Low,0,2023-04-07,2025-02-13,327,Active,351,1,6,0.6,Good,2,Good,1,46.1,New,2,15.8,New,2,5.24,Low,1,2,12159,18.5505543,86.0,54.3,Medium,38.2,0
MREC046284,VEH0111,SUV,Petrol,Automatic,800,Third,8,Aging (6-8 yrs),46667,19049,2381.1,Low,0,2023-04-15,2024-12-31,319,Active,307,1,7,0.88,Poor,0,Worn Out,0,78.0,Worn Out,0,73.5,New,2,2.98,Low,0,1,24833,18.37421645,35.0,63.2,Medium,63.9,1
MREC046285,VEH0126,Truck,Diesel,Automatic,1500,Third,8,Aging (6-8 yrs),71122,74235,9279.4,Medium,0,2023-10-21,2025-11-01,130,Active,612,0,4,0.5,Average,1,Good,1,49.8,Good,1,52.1,Weak,0,6.19,Medium,0,2,23262,15.16900333,52.5,48.0,Medium,47.8,1
MREC046286,VEH0095,SUV,Diesel,Manual,1500,First,10,Old (9+ yrs),69160,122117,12211.7,Medium,1,2023-05-02,2025-01-22,302,Active,329,1,10,1.0,Good,2,Good,1,57.8,Worn Out,0,96.3,Good,1,8.14,Medium,0,3,16653,15.56341714,57.5,67.4,High,57.4,1
MREC046287,VEH0080,Motorcycle,Electric,Automatic,2500,First,8,Aging (6-8 yrs),47583,112706,14088.2,Medium,0,2024-02-07,2025-04-11,21,Active,408,0,7,0.88,Poor,0,New,2,18.8,Good,1,48.3,Good,1,5.64,Low,5,0,22558,12.98787233,40.0,34.2,Low,44.5,1
MREC046288,VEH0136,Truck,Electric,Automatic,1500,Second,4,Mid-Life (3-5 yrs),52681,68910,17227.5,Medium,0,2023-10-10,2024-07-04,141,Active,127,0,9,2.25,Poor,0,Worn Out,0,86.4,Worn Out,0,84.7,Weak,0,11.48,Medium,2,2,12588,14.54836565,12.0,56.3,Medium,69.0,1
MREC046289,VEH0110,SUV,Electric,Automatic,2500,Second,6,Aging (6-8 yrs),50997,127528,21254.7,High,1,2023-07-12,2026-02-05,231,Active,708,1,7,1.17,Poor,0,Worn Out,0,96.2,Good,1,59.2,Good,1,8.5,Medium,4,2,21711,10.73576069,24.0,62.2,Medium,67.7,1
MREC046290,VEH0177,Van,Petrol,Automatic,2000,Third,6,Aging (6-8 yrs),79066,58274,9712.3,Medium,0,2023-07-14,2025-04-24,229,Active,421,1,8,1.33,Average,1,New,2,9.6,Worn Out,0,83.3,Good,1,4.86,Low,5,2,28360,18.22585733,37.5,57.3,Medium,59.4,1
MREC046291,VEH0104,SUV,Electric,Manual,1000,Third,4,Mid-Life (3-5 yrs),35547,68412,17103.0,Medium,0,2023-12-02,2024-08-17,88,Active,171,0,1,0.25,Poor,0,New,2,11.3,Worn Out,0,89.1,Good,1,17.1,High,3,3,21065,16.83645761,35.5,49.1,Medium,55.3,1
MREC046292,VEH0071,Motorcycle,Electric,Manual,800,First,3,Mid-Life (3-5 yrs),63065,134497,44832.3,High,1,2023-08-01,2025-07-09,211,Active,497,1,1,0.33,Good,2,New,2,22.4,Worn Out,0,93.5,Good,1,56.04,High,3,2,24721,17.83245434,55.5,44.7,Medium,44.6,1
MREC046293,VEH0108,SUV,Electric,Manual,2000,Second,4,Mid-Life (3-5 yrs),78938,4882,1220.5,Low,0,2024-01-05,2024-07-19,54,Active,142,0,7,1.75,Average,1,New,2,0.6,New,2,5.0,Good,1,0.61,Low,0,1,14138,18.1296081,82.5,20.1,Low,19.1,0
MREC046294,VEH0089,Motorcycle,Petrol,Manual,2500,First,9,Old (9+ yrs),34535,24433,2714.8,Low,0,2023-04-01,2024-06-22,333,Active,115,1,3,0.33,Good,2,New,2,3.9,New,2,7.6,New,2,1.09,Low,3,1,19188,19.03198957,88.0,47.4,Medium,33.2,0
MREC046295,VEH0097,SUV,Diesel,Manual,2000,Second,5,Mid-Life (3-5 yrs),51055,73510,14702.0,Medium,0,2023-12-29,2026-02-25,61,Active,728,0,7,1.4,Average,1,Worn Out,0,87.2,Good,1,47.5,Weak,0,7.35,Medium,5,1,11237,19.89806296,22.5,43.3,Medium,57.0,1
MREC046296,VEH0027,Bus,Petrol,Manual,2000,Second,3,Mid-Life (3-5 yrs),48801,30590,10196.7,Medium,0,2023-11-26,2025-07-30,94,Active,518,0,10,3.33,Good,2,Good,1,42.5,Worn Out,0,70.7,Good,1,5.1,Low,0,0,10609,19.63306064,57.5,25.2,Low,32.1,1
MREC046297,VEH0018,Bus,Electric,Manual,2000,Third,8,Aging (6-8 yrs),64407,118599,14824.9,Medium,1,2023-04-15,2024-05-25,319,Active,87,1,7,0.88,Poor,0,New,2,19.7,Good,1,58.0,New,2,7.41,Medium,1,2,16463,19.68211744,63.5,58.3,Medium,49.6,0
MREC046298,VEH0149,Truck,Petrol,Manual,2500,Second,10,Old (9+ yrs),34082,23705,2370.5,Low,0,2023-09-16,2025-02-07,165,Active,345,0,4,0.4,Good,2,Good,1,41.3,New,2,16.4,New,2,0.95,Low,4,3,6608,16.39111646,74.0,51.4,Medium,41.2,1
MREC046299,VEH0042,Car,Electric,Automatic,800,Second,10,Old (9+ yrs),52200,70793,7079.3,Low,0,2023-04-02,2026-01-29,332,Active,701,1,5,0.5,Average,1,Worn Out,0,86.7,New,2,18.3,New,2,8.85,Medium,0,2,13454,12.80785724,70.0,60.3,Medium,48.2,0
MREC046300,VEH0116,SUV,Petrol,Automatic,1500,Second,6,Aging (6-8 yrs),49159,86077,14346.2,Medium,0,2023-05-24,2025-04-18,280,Active,415,1,5,0.83,Poor,0,Worn Out,0,89.3,Worn Out,0,82.5,Good,1,9.56,Medium,0,1,19522,10.67392362,27.5,59.6,Medium,64.8,1
MREC046301,VEH0118,SUV,Petrol,Manual,2000,Third,5,Mid-Life (3-5 yrs),75851,73989,14797.8,Medium,0,2023-11-09,2025-10-13,111,Active,593,0,3,0.6,Average,1,New,2,12.2,Worn Out,0,80.9,New,2,7.4,Medium,0,1,23431,15.1691604,65.0,32.2,Low,33.3,1
MREC046302,VEH0115,SUV,Petrol,Manual,1500,Second,9,Old (9+ yrs),63803,126320,14035.6,Medium,1,2023-07-25,2024-05-05,218,Active,67,1,7,0.78,Average,1,New,2,21.0,Good,1,50.2,Weak,0,9.36,Medium,0,0,16947,17.35988069,62.5,42.7,Medium,40.6,1
MREC046303,VEH0163,Van,Electric,Automatic,1000,Third,2,New (0-2 yrs),63537,70257,35128.5,High,0,2023-09-09,2025-02-23,172,Active,361,0,1,0.5,Average,1,New,2,11.6,Worn Out,0,89.3,Weak,0,35.13,High,2,3,27952,18.63618655,42.0,49.8,Medium,53.1,1
MREC046304,VEH0051,Car,Petrol,Manual,800,First,1,New (0-2 yrs),38887,73891,73891.0,High,0,2023-06-15,2025-09-30,258,Active,580,1,8,8.0,Good,2,New,2,12.2,Good,1,52.0,Weak,0,92.36,High,5,2,5333,17.56811783,52.5,45.9,Medium,46.5,1
MREC046305,VEH0173,Van,Petrol,Manual,1000,First,6,Aging (6-8 yrs),62423,134922,22487.0,High,1,2024-01-25,2025-07-16,34,Active,504,0,5,0.83,Good,2,Worn Out,0,97.5,New,2,31.3,New,2,22.49,High,1,3,11658,16.5475974,76.0,34.3,Low,30.2,0
MREC046306,VEH0180,Van,Petrol,Manual,2500,Third,1,New (0-2 yrs),45183,48760,48760.0,High,0,2023-07-31,2025-05-14,212,Active,441,1,10,10.0,Good,2,Worn Out,0,83.0,New,2,15.3,New,2,19.5,High,0,2,5660,18.73037519,80.0,32.8,Low,27.7,1
MREC046307,VEH0175,Van,Petrol,Manual,1500,First,6,Aging (6-8 yrs),36514,117126,19521.0,Medium,1,2023-04-21,2025-05-30,313,Active,457,1,2,0.33,Average,1,Worn Out,0,94.5,New,2,28.9,New,2,13.01,Medium,1,3,10644,11.7282222,66.0,58.6,Medium,48.8,0
MREC046308,VEH0063,Motorcycle,Diesel,Manual,1000,First,1,New (0-2 yrs),54342,75668,75668.0,High,0,2024-02-04,2024-10-07,24,Active,222,0,5,5.0,Poor,0,Worn Out,0,87.5,New,2,23.4,Weak,0,75.67,High,5,3,21118,13.4004186,25.0,43.0,Medium,55.8,1
MREC046309,VEH0161,Van,Electric,Automatic,800,Third,6,Aging (6-8 yrs),34752,6937,1156.2,Low,0,2024-01-09,2025-07-17,50,Active,505,0,7,1.17,Average,1,Good,1,38.5,Worn Out,0,76.4,Weak,0,1.45,Low,2,2,12257,15.89769883,32.0,45.9,Medium,54.7,1
MREC046310,VEH0065,Motorcycle,Diesel,Automatic,1500,Third,8,Aging (6-8 yrs),46955,44273,5534.1,Low,0,2024-02-06,2026-03-20,22,Active,751,0,8,1.0,Average,1,New,2,7.2,New,2,10.2,New,2,3.69,Low,4,1,28956,14.61971823,74.0,27.4,Low,26.8,1
MREC046311,VEH0009,Bus,Diesel,Automatic,2500,Second,6,Aging (6-8 yrs),54360,139787,23297.8,High,1,2024-01-31,2024-07-24,28,Active,147,0,1,0.17,Poor,0,Good,1,60.8,Good,1,60.9,New,2,9.32,Medium,2,2,12626,18.44780919,49.5,38.1,Low,43.1,1
MREC046312,VEH0103,SUV,Electric,Manual,1000,Third,5,Mid-Life (3-5 yrs),69301,102758,20551.6,High,0,2023-07-30,2025-07-19,213,Active,507,1,2,0.4,Average,1,Worn Out,0,92.1,New,2,18.1,Weak,0,20.55,High,3,1,19049,11.67884568,43.0,47.5,Medium,51.3,1
MREC046313,VEH0122,Truck,Diesel,Manual,800,Second,8,Aging (6-8 yrs),38198,60394,7549.2,Low,0,2023-05-19,2025-03-15,285,Active,381,1,8,1.0,Poor,0,New,2,10.0,Worn Out,0,88.0,Good,1,9.44,Medium,2,3,15708,13.12743934,39.5,69.1,High,65.7,1
MREC046314,VEH0062,Motorcycle,Diesel,Manual,800,Second,6,Aging (6-8 yrs),68698,77442,12907.0,Medium,0,2024-01-23,2024-12-25,36,Active,301,0,3,0.5,Poor,0,Worn Out,0,87.8,Good,1,48.0,Weak,0,16.13,High,2,1,15184,11.52424943,24.5,42.4,Medium,55.6,1
MREC046315,VEH0032,Car,Diesel,Manual,800,Second,7,Aging (6-8 yrs),32270,58442,8348.9,Low,0,2023-04-12,2025-09-29,322,Active,579,1,5,0.71,Poor,0,Good,1,47.2,New,2,12.2,Good,1,10.44,Medium,2,1,23132,17.331867,54.5,55.0,Medium,51.2,1
MREC046316,VEH0002,Bus,Diesel,Manual,800,Third,3,Mid-Life (3-5 yrs),41141,76912,25637.3,High,0,2023-09-01,2024-10-26,180,Active,241,0,8,2.67,Average,1,Worn Out,0,87.7,Worn Out,0,81.3,New,2,32.05,High,1,1,27132,13.75175628,41.0,42.4,Medium,49.0,1
MREC046317,VEH0136,Truck,Electric,Manual,1500,First,6,Aging (6-8 yrs),74626,111919,18653.2,Medium,0,2023-04-17,2025-11-05,317,Active,616,1,3,0.5,Average,1,Worn Out,0,93.6,New,2,28.2,Good,1,12.44,Medium,1,3,18497,12.81186294,58.5,61.5,Medium,53.5,0
MREC046318,VEH0062,Motorcycle,Diesel,Automatic,800,Third,9,Old (9+ yrs),53891,16977,1886.3,Low,0,2024-02-03,2026-01-12,25,Active,684,0,3,0.33,Average,1,Good,1,40.2,New,2,6.6,New,2,2.36,Low,0,1,10099,15.04029827,80.0,27.2,Low,24.3,0
MREC046319,VEH0153,Van,Diesel,Automatic,1000,First,3,Mid-Life (3-5 yrs),34956,102348,34116.0,High,0,2023-09-27,2024-09-17,154,Active,202,0,6,2.0,Poor,0,Worn Out,0,92.0,New,2,26.9,Weak,0,34.12,High,4,3,20519,11.127545,29.0,54.7,Medium,61.2,1
MREC046320,VEH0001,Bus,Diesel,Manual,800,Second,10,Old (9+ yrs),77559,12729,1272.9,Low,0,2023-04-11,2026-02-05,323,Active,708,1,1,0.1,Poor,0,Worn Out,0,77.0,Worn Out,0,81.6,Good,1,1.59,Low,1,3,16397,11.52366626,23.5,80.9,High,79.1,1
MREC046321,VEH0159,Van,Diesel,Automatic,2500,Second,3,Mid-Life (3-5 yrs),79942,34588,11529.3,Medium,0,2023-10-01,2025-05-15,150,Active,442,0,3,1.0,Good,2,Worn Out,0,80.6,New,2,13.4,Weak,0,4.61,Low,4,2,29220,18.86745361,49.0,42.4,Medium,45.8,1
MREC046322,VEH0074,Motorcycle,Electric,Automatic,1000,Second,2,New (0-2 yrs),53036,20750,10375.0,Medium,0,2024-01-27,2025-01-01,32,Active,308,0,3,1.5,Poor,0,New,2,3.3,Good,1,44.9,Good,1,10.38,Medium,3,2,29651,11.90651681,48.0,32.3,Low,40.2,1
MREC046323,VEH0098,SUV,Diesel,Automatic,2000,First,2,New (0-2 yrs),49685,148356,74178.0,High,1,2023-12-09,2026-02-26,81,Active,729,0,9,4.5,Average,1,New,2,24.7,New,2,28.7,Weak,0,37.09,High,1,2,18052,10.56238406,71.0,27.9,Low,28.3,1
MREC046324,VEH0051,Car,Petrol,Automatic,800,Second,9,Old (9+ yrs),41589,93390,10376.7,Medium,0,2023-05-05,2026-02-17,299,Active,720,1,8,0.89,Poor,0,New,2,15.5,New,2,16.8,Good,1,12.97,Medium,1,1,9683,17.94145336,68.5,51.7,Medium,43.6,0
MREC046325,VEH0127,Truck,Diesel,Manual,2000,Second,6,Aging (6-8 yrs),52970,31151,5191.8,Low,0,2023-04-20,2024-06-30,314,Active,123,1,9,1.5,Good,2,New,2,5.0,New,2,4.0,Weak,0,2.6,Low,3,0,24264,16.79725824,73.0,41.2,Medium,35.5,1
MREC046326,VEH0051,Car,Petrol,Automatic,800,Third,4,Mid-Life (3-5 yrs),52639,125763,31440.8,High,1,2024-01-05,2024-05-08,54,Active,70,0,9,2.25,Good,2,New,2,20.9,New,2,16.7,Good,1,39.3,High,1,0,17280,14.04665089,88.5,13.0,Low,12.4,0
MREC046327,VEH0050,Car,Electric,Automatic,2500,Third,9,Old (9+ yrs),60771,117902,13100.2,Medium,1,2023-08-31,2025-08-03,181,Active,522,1,5,0.56,Poor,0,New,2,19.6,Worn Out,0,91.3,Good,1,5.24,Low,1,2,25964,15.61628133,43.5,56.6,Medium,56.6,1
MREC046328,VEH0153,Van,Diesel,Manual,1000,Third,7,Aging (6-8 yrs),37984,7849,1121.3,Low,0,2024-01-14,2024-07-09,45,Active,132,0,6,0.86,Poor,0,Good,1,38.6,Worn Out,0,72.0,New,2,1.12,Low,0,1,11412,13.72511306,45.0,37.6,Low,44.6,1
