OBD_Code,Description,Category,Severity,Fault_Description,Work_Required
P2856,Clutch B Pressure Charge Performance,Transmission,Medium,Clutch B Pressure Charge Performance,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2857,Clutch A Pressure Engagement Performance/Too Low,Transmission,Medium,Clutch A Pressure Engagement Performance/Too Low,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2858,Clutch B Pressure Engagement Performance/Too Low,Transmission,Medium,Clutch B Pressure Engagement Performance/Too Low,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2859,Clutch A Pressure Disengagement Performance/Too Low,Transmission,Medium,Clutch A Pressure Disengagement Performance/Too Low,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P285A,Clutch B Pressure Disengagement Performance/Too Low,Manufacturer-Specific,Medium,Clutch B Pressure Disengagement Performance/Too Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P285B,Shift Fork A Actuator Circuit/Open,Manufacturer-Specific,Medium,Shift Fork A Actuator Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P285C,Shift Fork A Actuator Performance,Manufacturer-Specific,Medium,Shift Fork A Actuator Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P285D,Shift Fork A Actuator Circuit Low,Manufacturer-Specific,Medium,Shift Fork A Actuator Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P285E,Shift Fork A Actuator Circuit High,Manufacturer-Specific,Medium,Shift Fork A Actuator Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P285F,Shift Fork B Actuator Circuit/Open,Manufacturer-Specific,Medium,Shift Fork B Actuator Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P2860,Shift Fork B Actuator Performance,Transmission,Medium,Shift Fork B Actuator Performance,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2861,Shift Fork B Actuator Circuit Low,Transmission,Medium,Shift Fork B Actuator Circuit Low,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2862,Shift Fork B Actuator Circuit High,Transmission,Medium,Shift Fork B Actuator Circuit High,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2863,Shift Fork E Position Circuit,Transmission,Medium,Shift Fork E Position Circuit,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2864,Shift Fork E Position Circuit Range/Performance,Transmission,Medium,Shift Fork E Position Circuit Range/Performance,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2865,Shift Fork E Position Circuit Low,Transmission,Medium,Shift Fork E Position Circuit Low,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2866,Shift Fork E Position Circuit High,Transmission,Medium,Shift Fork E Position Circuit High,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2867,Shift Fork E Position Circuit Intermittent,Transmission,Medium,Shift Fork E Position Circuit Intermittent,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2868,Shift Fork E Position Sensor Incorrect Neutral Position Indicated,Transmission,Medium,Shift Fork E Position Sensor Incorrect Neutral Position Indicated,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2869,Shift Fork E Stuck,Transmission,Medium,Shift Fork E Stuck,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P286A,Shift Fork E Unrequested Movement,Manufacturer-Specific,Medium,Shift Fork E Unrequested Movement,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P286B,Clutch A Pressure Engagement Too High,Manufacturer-Specific,Medium,Clutch A Pressure Engagement Too High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P286C,Clutch A Pressure Disengagement Too High,Manufacturer-Specific,Medium,Clutch A Pressure Disengagement Too High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P286D,Clutch A Engagement Time Performance/Too Slow,Manufacturer-Specific,Medium,Clutch A Engagement Time Performance/Too Slow,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P286E,Clutch A Engagement Time Too Fast,Manufacturer-Specific,Medium,Clutch A Engagement Time Too Fast,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P286F,Clutch A Disengagement Time Performance/Too Slow,Manufacturer-Specific,Medium,Clutch A Disengagement Time Performance/Too Slow,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P2870,Clutch A Disengagement Time Too Fast,Transmission,Medium,Clutch A Disengagement Time Too Fast,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2871,Clutch A Performance/Stuck Disengaged,Transmission,Medium,Clutch A Performance/Stuck Disengaged,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2872,Clutch A Stuck Engaged,Transmission,Medium,Clutch A Stuck Engaged,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2873,Clutch B Pressure Engagement Too High,Transmission,Medium,Clutch B Pressure Engagement Too High,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2874,Clutch B Pressure Disengagement Too High,Transmission,Medium,Clutch B Pressure Disengagement Too High,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2875,Clutch B Engagement Time Performance/Too Slow,Transmission,Medium,Clutch B Engagement Time Performance/Too Slow,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2876,Clutch B Engagement Time Too Fast,Transmission,Medium,Clutch B Engagement Time Too Fast,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2877,Clutch B Disengagement Time Performance/Too Slow,Transmission,Medium,Clutch B Disengagement Time Performance/Too Slow,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2878,Clutch B Disengagement Time Too Fast,Transmission,Medium,Clutch B Disengagement Time Too Fast,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2879,Clutch B Performance/Stuck Disengaged,Transmission,Medium,Clutch B Performance/Stuck Disengaged,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P287A,Clutch B Stuck Engaged,Manufacturer-Specific,Medium,Clutch B Stuck Engaged,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P287B,Shift Fork A Calibration Not Learned,Manufacturer-Specific,Medium,Shift Fork A Calibration Not Learned,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P287C,Transmission Adaptive Values Not Learned,Manufacturer-Specific,Medium,Transmission Adaptive Values Not Learned,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P287D,Electric/Auxiliary Transmission Fluid Pump Motor Torque Out Of Range,Manufacturer-Specific,Medium,Electric/Auxiliary Transmission Fluid Pump Motor Torque Out Of Range,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P287E,Engine Disconnect Clutch Actuator Circuit/Open,Manufacturer-Specific,Medium,Engine Disconnect Clutch Actuator Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P287F,Engine Disconnect Clutch Actuator Circuit Range/Performance,Manufacturer-Specific,Medium,Engine Disconnect Clutch Actuator Circuit Range/Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P2880,Engine Disconnect Clutch Actuator Circuit Low,Transmission,Medium,Engine Disconnect Clutch Actuator Circuit Low,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2881,Engine Disconnect Clutch Actuator Circuit High,Transmission,Medium,Engine Disconnect Clutch Actuator Circuit High,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2882,Engine Disconnect Clutch Excessive Slippage,Transmission,Medium,Engine Disconnect Clutch Excessive Slippage,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2883,Engine Disconnect Clutch Temperature Too High,Transmission,Medium,Engine Disconnect Clutch Temperature Too High,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2884,Engine Disconnect Clutch Stuck Open,Transmission,High,Engine Disconnect Clutch Stuck Open,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2885,Engine Disconnect Clutch Engagement Fault,Transmission,Medium,Engine Disconnect Clutch Engagement Fault,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2886,Engine Disconnect Clutch Stuck Closed,Transmission,High,Engine Disconnect Clutch Stuck Closed,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2887,Park Lock/Pawl Actuator Circuit,Transmission,Medium,Park Lock/Pawl Actuator Circuit,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2888,Park Lock/Pawl Actuator Circuit/Open,Transmission,Medium,Park Lock/Pawl Actuator Circuit/Open,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2889,Park Lock/Pawl Actuator Circuit Low,Transmission,Medium,Park Lock/Pawl Actuator Circuit Low,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P288A,Park Lock/Pawl Actuator Circuit High,Manufacturer-Specific,Medium,Park Lock/Pawl Actuator Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P288B,Park Lock/Pawl Actuator Circuit Performance,Manufacturer-Specific,Medium,Park Lock/Pawl Actuator Circuit Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P288C,Engine Disconnect Clutch Actuator Control Circuit Driver Current/Temperature Too High,Manufacturer-Specific,Medium,Engine Disconnect Clutch Actuator Control Circuit Driver Current/Temperature Too High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P288D,Shift Fork B Calibration Not Learned,Manufacturer-Specific,Medium,Shift Fork B Calibration Not Learned,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P288E,Shift Fork “A” Actuator Control Circuit Driver Current/Temperature Too High,Manufacturer-Specific,Medium,Shift Fork “A” Actuator Control Circuit Driver Current/Temperature Too High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P288F,Shift Fork “B” Actuator Control Circuit Driver Current/Temperature Too High,Manufacturer-Specific,Medium,Shift Fork “B” Actuator Control Circuit Driver Current/Temperature Too High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P2890,Cylinder 1 Ion Current Sense Circuit,Transmission,Medium,Cylinder 1 Ion Current Sense Circuit,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2891,Cylinder 1 Ion Current Sense Circuit Range/Performance,Transmission,Medium,Cylinder 1 Ion Current Sense Circuit Range/Performance,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2892,Cylinder 1 Ion Current Sense Circuit Low,Transmission,Medium,Cylinder 1 Ion Current Sense Circuit Low,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2893,Cylinder 1 Ion Current Sense Circuit High,Transmission,Medium,Cylinder 1 Ion Current Sense Circuit High,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2894,Cylinder 2 Ion Current Sense Circuit,Transmission,Medium,Cylinder 2 Ion Current Sense Circuit,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2895,Cylinder 2 Ion Current Sense Circuit Range/Performance,Transmission,Medium,Cylinder 2 Ion Current Sense Circuit Range/Performance,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2896,Cylinder 2 Ion Current Sense Circuit Low,Transmission,Medium,Cylinder 2 Ion Current Sense Circuit Low,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2897,Cylinder 2 Ion Current Sense Circuit High,Transmission,Medium,Cylinder 2 Ion Current Sense Circuit High,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2898,Cylinder 3 Ion Current Sense Circuit,Transmission,Medium,Cylinder 3 Ion Current Sense Circuit,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P2899,Cylinder 3 Ion Current Sense Circuit Range/Performance,Transmission,Medium,Cylinder 3 Ion Current Sense Circuit Range/Performance,"Inspect transmission solenoids, speed sensors, and fluid condition; diagnose the internal transmission fault indicated and repair or replace as required."
P289A,Cylinder 3 Ion Current Sense Circuit Low,Manufacturer-Specific,Medium,Cylinder 3 Ion Current Sense Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P289B,Cylinder 3 Ion Current Sense Circuit High,Manufacturer-Specific,Medium,Cylinder 3 Ion Current Sense Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P289C,Cylinder 4 Ion Current Sense Circuit,Manufacturer-Specific,Medium,Cylinder 4 Ion Current Sense Circuit,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P289D,Cylinder 4 Ion Current Sense Circuit Range/Performance,Manufacturer-Specific,Medium,Cylinder 4 Ion Current Sense Circuit Range/Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P289E,Cylinder 4 Ion Current Sense Circuit Low,Manufacturer-Specific,Medium,Cylinder 4 Ion Current Sense Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P289F,Cylinder 4 Ion Current Sense Circuit High,Manufacturer-Specific,Medium,Cylinder 4 Ion Current Sense Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28A0,Cylinder 5 Ion Current Sense Circuit,Manufacturer-Specific,Medium,Cylinder 5 Ion Current Sense Circuit,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28A1,Cylinder 5 Ion Current Sense Circuit Range/Performance,Manufacturer-Specific,Medium,Cylinder 5 Ion Current Sense Circuit Range/Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28A2,Cylinder 5 Ion Current Sense Circuit Low,Manufacturer-Specific,Medium,Cylinder 5 Ion Current Sense Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28A3,Cylinder 5 Ion Current Sense Circuit High,Manufacturer-Specific,Medium,Cylinder 5 Ion Current Sense Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28A4,Cylinder 6 Ion Current Sense Circuit,Manufacturer-Specific,Medium,Cylinder 6 Ion Current Sense Circuit,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28A5,Cylinder 6 Ion Current Sense Circuit Range/Performance,Manufacturer-Specific,Medium,Cylinder 6 Ion Current Sense Circuit Range/Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28A6,Cylinder 6 Ion Current Sense Circuit Low,Manufacturer-Specific,Medium,Cylinder 6 Ion Current Sense Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28A7,Cylinder 6 Ion Current Sense Circuit High,Manufacturer-Specific,Medium,Cylinder 6 Ion Current Sense Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28A8,Cylinder 7 Ion Current Sense Circuit,Manufacturer-Specific,Medium,Cylinder 7 Ion Current Sense Circuit,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28A9,Cylinder 7 Ion Current Sense Circuit Range/Performance,Manufacturer-Specific,Medium,Cylinder 7 Ion Current Sense Circuit Range/Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28AA,Cylinder 7 Ion Current Sense Circuit Low,Manufacturer-Specific,Medium,Cylinder 7 Ion Current Sense Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28AB,Cylinder 7 Ion Current Sense Circuit High,Manufacturer-Specific,Medium,Cylinder 7 Ion Current Sense Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28AC,Cylinder 8 Ion Current Sense Circuit,Manufacturer-Specific,Medium,Cylinder 8 Ion Current Sense Circuit,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28AD,Cylinder 8 Ion Current Sense Circuit Range/Performance,Manufacturer-Specific,Medium,Cylinder 8 Ion Current Sense Circuit Range/Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28AE,Cylinder 8 Ion Current Sense Circuit Low,Manufacturer-Specific,Medium,Cylinder 8 Ion Current Sense Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28AF,Cylinder 8 Ion Current Sense Circuit High,Manufacturer-Specific,Medium,Cylinder 8 Ion Current Sense Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28B0,Cylinder 9 Ion Current Sense Circuit,Manufacturer-Specific,Medium,Cylinder 9 Ion Current Sense Circuit,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28B1,Cylinder 9 Ion Current Sense Circuit Range/Performance,Manufacturer-Specific,Medium,Cylinder 9 Ion Current Sense Circuit Range/Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28B2,Cylinder 9 Ion Current Sense Circuit Low,Manufacturer-Specific,Medium,Cylinder 9 Ion Current Sense Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28B3,Cylinder 9 Ion Current Sense Circuit High,Manufacturer-Specific,Medium,Cylinder 9 Ion Current Sense Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28B4,Cylinder 10 Ion Current Sense Circuit,Manufacturer-Specific,Medium,Cylinder 10 Ion Current Sense Circuit,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28B5,Cylinder 10 Ion Current Sense Circuit Range/Performance,Manufacturer-Specific,Medium,Cylinder 10 Ion Current Sense Circuit Range/Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28B6,Cylinder 10 Ion Current Sense Circuit Low,Manufacturer-Specific,Medium,Cylinder 10 Ion Current Sense Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28B7,Cylinder 10 Ion Current Sense Circuit High,Manufacturer-Specific,Medium,Cylinder 10 Ion Current Sense Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28B8,Cylinder 11 Ion Current Sense Circuit,Manufacturer-Specific,Medium,Cylinder 11 Ion Current Sense Circuit,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28B9,Cylinder 11 Ion Current Sense Circuit Range/Performance,Manufacturer-Specific,Medium,Cylinder 11 Ion Current Sense Circuit Range/Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28BA,Cylinder 11 Ion Current Sense Circuit Low,Manufacturer-Specific,Medium,Cylinder 11 Ion Current Sense Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28BB,Cylinder 11 Ion Current Sense Circuit High,Manufacturer-Specific,Medium,Cylinder 11 Ion Current Sense Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28BC,Cylinder 12 Ion Current Sense Circuit,Manufacturer-Specific,Medium,Cylinder 12 Ion Current Sense Circuit,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28BD,Cylinder 12 Ion Current Sense Circuit Range/Performance,Manufacturer-Specific,Medium,Cylinder 12 Ion Current Sense Circuit Range/Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28BE,Cylinder 12 Ion Current Sense Circuit Low,Manufacturer-Specific,Medium,Cylinder 12 Ion Current Sense Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28BF,Cylinder 12 Ion Current Sense Circuit High,Manufacturer-Specific,Medium,Cylinder 12 Ion Current Sense Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28C0,Ion Sense Module Supply Voltage Circuit,Manufacturer-Specific,Medium,Ion Sense Module Supply Voltage Circuit,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28C1,Ion Sense Module Supply Voltage Low,Manufacturer-Specific,High,Ion Sense Module Supply Voltage Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28C2,Ion Sense Module Supply Voltage High,Manufacturer-Specific,High,Ion Sense Module Supply Voltage High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28C3,EVAP System High Load Purge Line B Performance,Manufacturer-Specific,Low,EVAP System High Load Purge Line B Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28C4,Clutch A Motor Phase U-V-W Circuit Low,Manufacturer-Specific,Medium,Clutch A Motor Phase U-V-W Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28C5,Clutch A Motor Phase U-V-W Circuit High,Manufacturer-Specific,Medium,Clutch A Motor Phase U-V-W Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28C6,Clutch A Motor Phase U-V-W Circuit/Open,Manufacturer-Specific,Medium,Clutch A Motor Phase U-V-W Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28C7,Clutch A Motor Phase U-V-W Performance,Manufacturer-Specific,Medium,Clutch A Motor Phase U-V-W Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28C8,Clutch A Pump Motor Performance,Manufacturer-Specific,Medium,Clutch A Pump Motor Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28C9,Clutch A Motor Overspeed,Manufacturer-Specific,High,Clutch A Motor Overspeed,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28CA,Clutch A Motor Underspeed,Manufacturer-Specific,Medium,Clutch A Motor Underspeed,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28CB,Clutch A Motor Position Sensor Circuit/Open,Manufacturer-Specific,Medium,Clutch A Motor Position Sensor Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28CC,Clutch A Motor Position Sensor Circuit Range/Performance,Manufacturer-Specific,Medium,Clutch A Motor Position Sensor Circuit Range/Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28CD,Clutch A Pressure Sensor Circuit/Open,Manufacturer-Specific,Medium,Clutch A Pressure Sensor Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28CE,Clutch A Pressure Sensor Circuit Low,Manufacturer-Specific,Medium,Clutch A Pressure Sensor Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28CF,Clutch A Pressure Sensor Circuit High,Manufacturer-Specific,Medium,Clutch A Pressure Sensor Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28D0,Clutch A Pressure Sensor Circuit Range/Performance,Manufacturer-Specific,Medium,Clutch A Pressure Sensor Circuit Range/Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28D1,Clutch A Motor Driver Current/Temperature Too High,Manufacturer-Specific,Medium,Clutch A Motor Driver Current/Temperature Too High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28D2,Clutch B Motor Phase U-V-W Circuit Low,Manufacturer-Specific,Medium,Clutch B Motor Phase U-V-W Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28D3,Clutch B Motor Phase U-V-W Circuit High,Manufacturer-Specific,Medium,Clutch B Motor Phase U-V-W Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28D4,Clutch B Motor Phase U-V-W Circuit/Open,Manufacturer-Specific,Medium,Clutch B Motor Phase U-V-W Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28D5,Clutch B Motor Phase U-V-W Performance,Manufacturer-Specific,Medium,Clutch B Motor Phase U-V-W Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28D6,Clutch B Motor Driver Current/Temperature Too High,Manufacturer-Specific,Medium,Clutch B Motor Driver Current/Temperature Too High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28D7,Clutch B Pump Motor Performance,Manufacturer-Specific,Medium,Clutch B Pump Motor Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28D8,Clutch B Motor Overspeed,Manufacturer-Specific,High,Clutch B Motor Overspeed,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28D9,Clutch B Motor Underspeed,Manufacturer-Specific,Medium,Clutch B Motor Underspeed,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28DA,Clutch B Motor Position Sensor Circuit/Open,Manufacturer-Specific,Medium,Clutch B Motor Position Sensor Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28DB,Clutch B Motor Position Sensor Circuit Range/Performance,Manufacturer-Specific,Medium,Clutch B Motor Position Sensor Circuit Range/Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28DC,Clutch B Pressure Sensor Circuit/Open,Manufacturer-Specific,Medium,Clutch B Pressure Sensor Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28DD,Clutch B Pressure Sensor Circuit Low,Manufacturer-Specific,Medium,Clutch B Pressure Sensor Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
