OBD_Code,Description,Category,Severity,Fault_Description,Work_Required,Severity_Level,Primary_System
P2684,Actuator Supply Voltage C Circuit/Open,Computer Output Circuit,Medium,Actuator Supply Voltage C Circuit/Open,"Inspect ECM/PCM wiring, relays, and output driver circuits; test control module operation and reprogram or replace if an internal fault is confirmed.",2,Computer Output Circuit
P2685,Actuator Supply Voltage C Circuit Low,Computer Output Circuit,Medium,Actuator Supply Voltage C Circuit Low,"Inspect ECM/PCM wiring, relays, and output driver circuits; test control module operation and reprogram or replace if an internal fault is confirmed.",2,Computer Output Circuit
P2686,Actuator Supply Voltage C Circuit High,Computer Output Circuit,Medium,Actuator Supply Voltage C Circuit High,"Inspect ECM/PCM wiring, relays, and output driver circuits; test control module operation and reprogram or replace if an internal fault is confirmed.",2,Computer Output Circuit
P2687,Fuel Supply Heater Control Circuit/Open,Computer Output Circuit,Medium,Fuel Supply Heater Control Circuit/Open,"Inspect ECM/PCM wiring, relays, and output driver circuits; test control module operation and reprogram or replace if an internal fault is confirmed.",2,Computer Output Circuit
P2688,Fuel Supply Heater Control Circuit Low,Computer Output Circuit,Medium,Fuel Supply Heater Control Circuit Low,"Inspect ECM/PCM wiring, relays, and output driver circuits; test control module operation and reprogram or replace if an internal fault is confirmed.",2,Computer Output Circuit
P2689,Fuel Supply Heater Control Circuit High,Computer Output Circuit,Medium,Fuel Supply Heater Control Circuit High,"Inspect ECM/PCM wiring, relays, and output driver circuits; test control module operation and reprogram or replace if an internal fault is confirmed.",2,Computer Output Circuit
P268A,Fuel Injector Calibration Not Learned/Programmed,Manufacturer-Specific,Medium,Fuel Injector Calibration Not Learned/Programmed,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P268B,High Pressure Fuel Pump Calibration Not Learned/Programmed,Manufacturer-Specific,Medium,High Pressure Fuel Pump Calibration Not Learned/Programmed,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P268C,Cylinder 1 Injector Data Incompatible,Manufacturer-Specific,Medium,Cylinder 1 Injector Data Incompatible,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P268D,Cylinder 2 Injector Data Incompatible,Manufacturer-Specific,Medium,Cylinder 2 Injector Data Incompatible,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P268E,Cylinder 3 Injector Data Incompatible,Manufacturer-Specific,Medium,Cylinder 3 Injector Data Incompatible,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P268F,Cylinder 4 Injector Data Incompatible,Manufacturer-Specific,Medium,Cylinder 4 Injector Data Incompatible,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P2690,Cylinder 5 Injector Data Incompatible,Computer Output Circuit,Medium,Cylinder 5 Injector Data Incompatible,"Inspect ECM/PCM wiring, relays, and output driver circuits; test control module operation and reprogram or replace if an internal fault is confirmed.",2,Computer Output Circuit
P2691,Cylinder 6 Injector Data Incompatible,Computer Output Circuit,Medium,Cylinder 6 Injector Data Incompatible,"Inspect ECM/PCM wiring, relays, and output driver circuits; test control module operation and reprogram or replace if an internal fault is confirmed.",2,Computer Output Circuit
P2692,Cylinder 7 Injector Data Incompatible,Computer Output Circuit,Medium,Cylinder 7 Injector Data Incompatible,"Inspect ECM/PCM wiring, relays, and output driver circuits; test control module operation and reprogram or replace if an internal fault is confirmed.",2,Computer Output Circuit
P2693,Cylinder 8 Injector Data Incompatible,Computer Output Circuit,Medium,Cylinder 8 Injector Data Incompatible,"Inspect ECM/PCM wiring, relays, and output driver circuits; test control module operation and reprogram or replace if an internal fault is confirmed.",2,Computer Output Circuit
P2694,Cylinder 9 Injector Data Incompatible,Computer Output Circuit,Medium,Cylinder 9 Injector Data Incompatible,"Inspect ECM/PCM wiring, relays, and output driver circuits; test control module operation and reprogram or replace if an internal fault is confirmed.",2,Computer Output Circuit
P2695,Cylinder 10 Injector Data Incompatible,Computer Output Circuit,Medium,Cylinder 10 Injector Data Incompatible,"Inspect ECM/PCM wiring, relays, and output driver circuits; test control module operation and reprogram or replace if an internal fault is confirmed.",2,Computer Output Circuit
P2696,Injector Data Incompatible,Computer Output Circuit,Medium,Injector Data Incompatible,"Inspect ECM/PCM wiring, relays, and output driver circuits; test control module operation and reprogram or replace if an internal fault is confirmed.",2,Computer Output Circuit
P2697,Exhaust Aftertreatment Fuel Injector A Circuit/Open,Computer Output Circuit,Medium,Exhaust Aftertreatment Fuel Injector A Circuit/Open,"Inspect ECM/PCM wiring, relays, and output driver circuits; test control module operation and reprogram or replace if an internal fault is confirmed.",2,Computer Output Circuit
P2698,Exhaust Aftertreatment Fuel Injector A Performance,Computer Output Circuit,Medium,Exhaust Aftertreatment Fuel Injector A Performance,"Inspect ECM/PCM wiring, relays, and output driver circuits; test control module operation and reprogram or replace if an internal fault is confirmed.",2,Computer Output Circuit
P2699,Exhaust Aftertreatment Fuel Injector A Circuit Low,Computer Output Circuit,Medium,Exhaust Aftertreatment Fuel Injector A Circuit Low,"Inspect ECM/PCM wiring, relays, and output driver circuits; test control module operation and reprogram or replace if an internal fault is confirmed.",2,Computer Output Circuit
P269A,Exhaust Aftertreatment Fuel Injector A Circuit High,Manufacturer-Specific,Medium,Exhaust Aftertreatment Fuel Injector A Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P269B,Exhaust Aftertreatment Glow Plug Control Circuit/Open,Manufacturer-Specific,Medium,Exhaust Aftertreatment Glow Plug Control Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P269C,Exhaust Aftertreatment Glow Plug Control Performance,Manufacturer-Specific,Medium,Exhaust Aftertreatment Glow Plug Control Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P269D,Exhaust Aftertreatment Glow Plug Control Circuit Low,Manufacturer-Specific,Medium,Exhaust Aftertreatment Glow Plug Control Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P269E,Exhaust Aftertreatment Glow Plug Control Circuit High,Manufacturer-Specific,Medium,Exhaust Aftertreatment Glow Plug Control Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P269F,Exhaust Aftertreatment Glow Plug Circuit/Open,Manufacturer-Specific,Medium,Exhaust Aftertreatment Glow Plug Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26A0,Exhaust Aftertreatment Glow Plug Performance,Manufacturer-Specific,Medium,Exhaust Aftertreatment Glow Plug Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26A1,Exhaust Aftertreatment Glow Plug Circuit Low,Manufacturer-Specific,Medium,Exhaust Aftertreatment Glow Plug Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26A2,Exhaust Aftertreatment Glow Plug Circuit High,Manufacturer-Specific,Medium,Exhaust Aftertreatment Glow Plug Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26A3,Engine Coolant Bypass Valve A Range/Performance,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve A Range/Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26A4,Engine Coolant Bypass Valve A Position Sensor Circuit,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve A Position Sensor Circuit,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26A5,Engine Coolant Bypass Valve A Position Sensor Circuit Range/Performance,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve A Position Sensor Circuit Range/Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26A6,Engine Coolant Bypass Valve A Position Sensor Circuit Low,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve A Position Sensor Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26A7,Engine Coolant Bypass Valve A Position Sensor Circuit High,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve A Position Sensor Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26A8,Engine Coolant Bypass Valve A Position Sensor Circuit Intermittent/Erratic,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve A Position Sensor Circuit Intermittent/Erratic,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26A9,Engine Coolant Bypass Valve A Position Sensor Stop/Minimum Stop Performance,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve A Position Sensor Stop/Minimum Stop Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26AA,Engine Coolant Bypass Valve A Position Sensor Maximum Stop Performance,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve A Position Sensor Maximum Stop Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26AB,Engine Coolant Bypass Valve A Stuck/Open,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve A Stuck/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26AC,Engine Coolant Bypass Valve B Control Circuit/Open,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve B Control Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26AD,Engine Coolant Bypass Valve B Control Circuit Low,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve B Control Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26AE,Engine Coolant Bypass Valve B Control Circuit High,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve B Control Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26AF,Engine Coolant Bypass Valve B Stuck/Open,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve B Stuck/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26B0,Engine Coolant Bypass Valve B Range/Performance,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve B Range/Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26B1,Engine Coolant Bypass Valve A Stuck Closed,Manufacturer-Specific,High,Engine Coolant Bypass Valve A Stuck Closed,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
P26B2,Engine Coolant Bypass Valve B Stuck Closed,Manufacturer-Specific,High,Engine Coolant Bypass Valve B Stuck Closed,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
P26B3,Fuel Shutoff Valve A Control Circuit Performance/Stuck Off,Manufacturer-Specific,High,Fuel Shutoff Valve A Control Circuit Performance/Stuck Off,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
P26B4,Fuel Shutoff Valve A Control Circuit Stuck On,Manufacturer-Specific,High,Fuel Shutoff Valve A Control Circuit Stuck On,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
P26B5,Fuel Shutoff Valve B Control Circuit Performance/Stuck Off,Manufacturer-Specific,High,Fuel Shutoff Valve B Control Circuit Performance/Stuck Off,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
P26B6,Fuel Shutoff Valve B Control Circuit Stuck On,Manufacturer-Specific,High,Fuel Shutoff Valve B Control Circuit Stuck On,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
P26B7,Engine Coolant Bypass Valve C Control Circuit/Open,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve C Control Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26B8,Engine Coolant Bypass Valve C Control Circuit Low,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve C Control Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26B9,Engine Coolant Bypass Valve C Control Circuit High,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve C Control Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26BA,Engine Coolant Bypass Valve C Stuck/Open,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve C Stuck/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26BB,Engine Coolant Bypass Valve C Range/Performance,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve C Range/Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26BC,Engine Coolant Bypass Valve C Stuck Closed,Manufacturer-Specific,High,Engine Coolant Bypass Valve C Stuck Closed,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
P26BD,Engine Coolant Bypass Valve D Control Circuit/Open,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve D Control Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26BE,Engine Coolant Bypass Valve D Control Circuit Low,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve D Control Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26BF,Engine Coolant Bypass Valve D Control Circuit High,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve D Control Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26C0,Engine Coolant Bypass Valve D Stuck/Open,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve D Stuck/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26C1,Engine Coolant Bypass Valve D Range/Performance,Manufacturer-Specific,Medium,Engine Coolant Bypass Valve D Range/Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26C2,Engine Coolant Bypass Valve D Stuck Closed,Manufacturer-Specific,High,Engine Coolant Bypass Valve D Stuck Closed,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
P26C3,Internal Control Module Transmission Range Sensor Performance,Manufacturer-Specific,Medium,Internal Control Module Transmission Range Sensor Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26C4,Internal Control Module Clutch Pedal Performance,Manufacturer-Specific,Medium,Internal Control Module Clutch Pedal Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26C5,Exhaust Flow Control Valve A Control Circuit/Open,Manufacturer-Specific,Medium,Exhaust Flow Control Valve A Control Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26C6,Exhaust Flow Control Valve A Control Circuit Low,Manufacturer-Specific,Medium,Exhaust Flow Control Valve A Control Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26C7,Exhaust Flow Control Valve A Control Circuit High,Manufacturer-Specific,Medium,Exhaust Flow Control Valve A Control Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26C8,Chassis Control Module 1 Requested MIL Illumination,Manufacturer-Specific,Medium,Chassis Control Module 1 Requested MIL Illumination,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26C9,Chassis Control Module 2 Requested MIL Illumination,Manufacturer-Specific,Medium,Chassis Control Module 2 Requested MIL Illumination,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26CA,Engine Coolant Pump Control Circuit/Open,Manufacturer-Specific,Medium,Engine Coolant Pump Control Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26CB,Engine Coolant Pump Performance/Stuck Off,Manufacturer-Specific,High,Engine Coolant Pump Performance/Stuck Off,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
P26CC,Engine Coolant Pump Control Circuit Low,Manufacturer-Specific,Medium,Engine Coolant Pump Control Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26CD,Engine Coolant Pump Control Circuit High,Manufacturer-Specific,Medium,Engine Coolant Pump Control Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26CE,Engine Coolant Pump Overspeed/Air In System,Manufacturer-Specific,High,Engine Coolant Pump Overspeed/Air In System,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
P26CF,Engine Coolant Pump Control Module System Voltage,Manufacturer-Specific,Medium,Engine Coolant Pump Control Module System Voltage,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26D0,Engine Coolant Pump Control Module System Voltage Low,Manufacturer-Specific,High,Engine Coolant Pump Control Module System Voltage Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
P26D1,Engine Coolant Pump Control Module System Voltage High,Manufacturer-Specific,High,Engine Coolant Pump Control Module System Voltage High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
P26D2,Engine Coolant Pump Control Module Over Temperature,Manufacturer-Specific,High,Engine Coolant Pump Control Module Over Temperature,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
P26D3,Engine Coolant Pump Supply Voltage Circuit,Manufacturer-Specific,Medium,Engine Coolant Pump Supply Voltage Circuit,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26D4,Engine Coolant Pump Supply Voltage Circuit Low,Manufacturer-Specific,Medium,Engine Coolant Pump Supply Voltage Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26D5,Engine Coolant Pump Supply Voltage Circuit High,Manufacturer-Specific,Medium,Engine Coolant Pump Supply Voltage Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26D6,Engine Coolant Pump Clutch Control Circuit/Open,Manufacturer-Specific,Medium,Engine Coolant Pump Clutch Control Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26D7,Engine Coolant Pump Clutch Performance/Stuck Off,Manufacturer-Specific,High,Engine Coolant Pump Clutch Performance/Stuck Off,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
P26D8,Engine Coolant Pump Clutch Stuck On,Manufacturer-Specific,High,Engine Coolant Pump Clutch Stuck On,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
P26D9,Engine Coolant Pump Clutch Control Circuit Low,Manufacturer-Specific,Medium,Engine Coolant Pump Clutch Control Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26DA,Engine Coolant Pump Clutch Control Circuit High,Manufacturer-Specific,Medium,Engine Coolant Pump Clutch Control Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26DB,Engine Sound Control A Circuit/Open,Manufacturer-Specific,Medium,Engine Sound Control A Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26DC,Engine Sound Control A Circuit Low,Manufacturer-Specific,Medium,Engine Sound Control A Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26DD,Engine Sound Control A Circuit High,Manufacturer-Specific,Medium,Engine Sound Control A Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26DE,Engine Sound Control A Circuit Performance,Manufacturer-Specific,Medium,Engine Sound Control A Circuit Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26DF,Sensor Power Supply D Circuit/Open,Manufacturer-Specific,Medium,Sensor Power Supply D Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26E0,Sensor Power Supply D Circuit Low,Manufacturer-Specific,Medium,Sensor Power Supply D Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26E1,Sensor Power Supply D Circuit High,Manufacturer-Specific,Medium,Sensor Power Supply D Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26E2,Fuel Mode Indicator Lamp Control Circuit Low,Manufacturer-Specific,Medium,Fuel Mode Indicator Lamp Control Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26E3,Fuel Mode Indicator Lamp Control Circuit High,Manufacturer-Specific,Medium,Fuel Mode Indicator Lamp Control Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26E4,Starter Relay B Circuit,Manufacturer-Specific,Medium,Starter Relay B Circuit,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26E5,Starter Relay B Circuit Low,Manufacturer-Specific,Medium,Starter Relay B Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26E6,Starter Relay B Circuit High,Manufacturer-Specific,Medium,Starter Relay B Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26E7,Actuator Supply Voltage D Circuit/Open,Manufacturer-Specific,Medium,Actuator Supply Voltage D Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26E8,Actuator Supply Voltage D Circuit Low,Manufacturer-Specific,Medium,Actuator Supply Voltage D Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26E9,Actuator Supply Voltage D Circuit High,Manufacturer-Specific,Medium,Actuator Supply Voltage D Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26EA,Fuel Pump Control Module B,Manufacturer-Specific,Medium,Fuel Pump Control Module B,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26EB,Alternative Fuel Control Module System Voltage,Manufacturer-Specific,Medium,Alternative Fuel Control Module System Voltage,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26EC,Engine Sound Control B Circuit/Open,Manufacturer-Specific,Medium,Engine Sound Control B Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26ED,Engine Sound Control B Circuit Low,Manufacturer-Specific,Medium,Engine Sound Control B Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26EE,Engine Sound Control B Circuit High,Manufacturer-Specific,Medium,Engine Sound Control B Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26EF,Engine Sound Control B Circuit Performance,Manufacturer-Specific,Medium,Engine Sound Control B Circuit Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26F0,Starter Relay A Stuck On,Manufacturer-Specific,High,Starter Relay A Stuck On,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
P26F1,Starter Relay A Stuck Off,Manufacturer-Specific,High,Starter Relay A Stuck Off,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
P26F2,Starter Relay B Stuck On,Manufacturer-Specific,High,Starter Relay B Stuck On,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
P26F3,Starter Relay B Stuck Off,Manufacturer-Specific,High,Starter Relay B Stuck Off,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
P26F4,Coolant Pump C Control Circuit/Open,Manufacturer-Specific,Medium,Coolant Pump C Control Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26F5,Coolant Pump C Control Circuit Low,Manufacturer-Specific,Medium,Coolant Pump C Control Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26F6,Coolant Pump C Control Circuit High,Manufacturer-Specific,Medium,Coolant Pump C Control Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26F7,Coolant Pump C Supply Voltage Circuit,Manufacturer-Specific,Medium,Coolant Pump C Supply Voltage Circuit,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26F8,Coolant Pump C Stuck/Stalled,Manufacturer-Specific,Medium,Coolant Pump C Stuck/Stalled,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26F9,Coolant Pump C Control Module Overtemperature,Manufacturer-Specific,Medium,Coolant Pump C Control Module Overtemperature,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P26FA,Coolant Pump C Overspeed/Air in System,Manufacturer-Specific,High,Coolant Pump C Overspeed/Air in System,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
P26FB,EGR Cooler Bypass Control Stuck Closed Bank 1,Manufacturer-Specific,High,EGR Cooler Bypass Control Stuck Closed Bank 1,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
